dialect,standard
우쪽,오른쪽
우충싱이,멍게
우타리,울타리
우투리,윗도리
우펜소,우편국
웃음벵,웃음병
운매,얼마
운시이,원숭이
운시히,원숭이
운장,울타리
울다리,울타리
울따리,울타리
울렁강새이,오디
울매,얼마
울미,율무
울미,가래
울밑논,집 근처의 기름진 논
울애,울화
울애벵,울화병
울짤,울타리
움마,엄마
움매,엄마
움물,박우물
웃각단,윗마을
웃두리,윗도리
웃도리,윗도리
웃둥치,줄기
웃드리,윗도리
웃땀,윗마을
웃뜸,윗마을
웃물,윗물
웃셈,윗수염
웃숨,윗수염
웃쉠,윗수염
웃시엄,윗수염
웃심,윗수염
웃심지,윗수염
웃옷,혼숫감
웃옷감,혼숫감
웃입소보리,윗입술
웃입수구리,윗입술
웃입수리,윗입술
웃입스리,윗입술
웃입스부리,윗입술
웃저구리,겉저고리
웃즌,우수리
웃초래이,위초리
웃초랭이,위초리
웃초리,위초리
웅구,함정
웅덩,웅덩이
웅동,웅덩이
웅둥,웅덩이
웅등새미,박우물
웅봉,웅덩이
의무벵,의무병
원대가리,우두머리
원둥구리,줄기
웨간장,왜간장
웨삼촌,외삼촌
웨아들,외아들
웨아제,외삼촌
웬손,왼손
웬쭉,왼쪽
웬폴,왼팔
위삼촌,외삼촌
위삼춘,외삼촌
위수,우수리
위아재비,외삼촌
위장벵,위장병
위태,혼숫감
윈편,왼편
윈핀,왼편
윗마실,윗마을
유가,유과
유개,유과
유싱개,유성기
유싱기,유성기
유아리,곱상어
유전벵,유전병
유지,이웃
유행벵,유행병
윤데,인두
윤디질,인두질
율미쌀,율무쌀
율미차,율무차
율밤,마름
융굴불,잉걸불
윷가락지,윷가락
윹,윷
으늘,은하수
으드랑강새이,오디
으리빗,얼레빗
으리칭이,언청이
으시름,으스름
은달래꽃,철쭉꽃
은앙나무,은행나무
은앵나무,은행나무
은억,은어
은엉,은어
은엉,은행
으냉,은행
은이,은어
은흥,은행
을기빛,얼레빗
을기빝,얼레빗
을치이,언청이
음산,응달
응강,그늘
응그리,시룻밑
응글레,시룻밑
응덩,웅덩이
응등방아,엉덩방아
의심벵,의심병
이게저게,여기저기
이깝,미끼
이깞,미끼
이깨,어깨
이깽이,이끼
이끼,파래
이끼이,이끼
이낑이,이끼
이늘,은하수
이디름,여드름
이똥시,뒷덜미
이렉,이력
이르기,읽기
이리기,읽기
이리꾸,멸치
이릭,이력
이릿날,이렛날
이마빼이,이마빼기
이마이,이만큼
이망때이,이마빼기
이망떼기,이마빼기
이망빼이,이마빼기
이망뺑기,이마빼기
이망뺑이,이마빼기
이모금,잇몸
이무,이모
이뭄,잇몸
이바기,이야기
이발독,기계총
이부재,이웃
이부지,이웃
이붓아부지,의붓아버지
이븟,이웃
이빠디,이빨
이빠디기,이빨
이사,의사
애손지,외손주
이시라시,버찌
이스레기,이슬비
이스륵비,이슬비
이슬거이,이슬비
이슬거지,이슬비
이시렁이,이슬비
이시레기,이슬비
이시레이,이슬비
이시리기,이슬비
이시링이,이슬비
이싱개,이음매
이아치,정어리
이약,이야기
이양지,이왕
이엇대,잉앗대
이에,이엉
이온,의원
이이,오이
이장어,갯장어
이쟁,연장
이전,옛날
이전얘기,옛날이야기
이전이박,옛날이야기
이전이야기,옛날이야기
이전이약,옛날이야기
이전이얘기,옛날이야기
이좌,의자
이짐,건망증
디통시,뒤통수
이통시,뒤통수
이틀기,이틀거리
이핀,이편
익부리,솥 제작법
익새부리,솥 제작법
익수다니,익수
인얼,은하수
인자막,방금
인제,이제
인지끼,인기척
인짝잽이,왼손잡이
인척기,인기척
일곱톤바리,능성어
일분장,왜간장
일석,일식
일천박,조롱박
깃밥,귓밥
입비뚜루미,입비뚤이
입서리,입술
입소거리,입술
입소고리,입술
입소구리시엄,구레나룻
입소리,입술
입소부리,입술
입솔,입술
입수구리,입술
입수꾸리,입술
입수리,입술
입수부리,입술
입숨,입술
입스리,입술
입스부리,입술
입시울,입술
잇금,틈새
잇음,웃음
잇적,옛적
잇질금,엿기름
깡세,꽹과리
잉이,진드기
껕껍디기,겉껍데기
잎삭,잎사귀
껕껍질,겉껍질
기쳉,귀청
기초레이,귓불
기초리,귓불
기치미,고비
껕맘,겉마음
기퉁머리,귀퉁머리
기퉁바리,귀퉁배기
기퉁배기,귀퉁배기
기티,귀티
기팅이,귀퉁이
껕모습,겉모습
기향,귀향
기헤,기회
기헤비,귀이개
껕처매,겉치마
기호보개,귀이개
껕치매,겉치마
기호지개,귀이개
기후지,귀이개
기후지개,귀이개
기히배,귀이개
기히비기,귀이개
기히지개,귀이개
긴피,낌새
껕치장,겉치장
껕칠,겉칠
김마개,시룻번
깃가,귓가
깃구녕,귓구멍
깃궁가리,귓구멍
깃등,귓등
깃마개,귀마개
깃바쿠,귓바퀴
깃벵,귓병
깃속,귓속
깃속말,귓속말
깃전,귓전
깅,구경
깅구,식구
깅영,경영
깅이,고양이
까깝수,갑갑증
까꺼래기,까끄라기
까꼬래이,갈고랑이
까꼬랭이,갈고랑이
까꼬리,갈퀴
까꼬막,가풀막
까꾸래기,갈고랑이
까꾸레이,작살
까꾸리,멧갓
까꾸막,가풀막
까꾸망,멧갓
까끄래기,까끄라기
까끔,동산
까끔,수풀
까끔,멧갓
까내이,강냉이
까닥질,딸꾹질
까대이,까대기
까랑비,가랑비
까래기불,반딧불이
까래이,가랑이
까래이,반딧불이
까래이불,반딧불이
까묵도리,새고자리
까랭이,반딧불이
까랭이불,반딧불이
까르치,갈치
까리꼬치,꽈리고추
까마구밥,까마귀밥
까마구사촌,까마귀사촌
까마구손,까마귀손
까막,감옥
까막딱지,주근깨
까막소,감옥소
까만개,검둥개
까만창,검은자위
까망딱지,주근깨
까망창,검은자위
까먼창,검은자위
까목딱지,주근깨
까무깨,주근깨
까무딱지,주근깨
까묵딱지,주근깨
까문깨,주근깨
까물딱지,주근깨
까밭,산
까배기,꽈배기
까부네기,진드기
까부댕이,대님
까부때이,대님
까분다리,진드기
까분디,진드기
까분디기,진드기
까분지,진드기
까새,가시
까새이,가시
까샛덤불,가시덤불
까세영쿨,가시넝쿨
까스락,가시랭이
까시도치,고슴도치
까시래이,가시랭이
까시랭귀,가시
까시랭귀,가시랭이
까시레기,거스러미
까시리,가시랭이
까시밧,가시밭
까시복지이,가시복
까시열매,아그배
까시장쿠,가시랭이
까시쟁이,가시
까실비,가랑비
까쎄,가시
까쎗덤불,가시덤불
까씨나무,가시나무
까씨덤불,가시덤불
까씨랭이,가시랭이
까어리,광주리
까운데,가운데
까자,과자
까자상,과자상
까자점,과자점
까재,가지
까재미,가자미
까지,거지
까재이,가지
까쟁이,가시
까죽신,가죽신
까지건채,가지말랭이
까지깍데이,가지말랭이
까지나물,가지나물
까지매기눈,가자미눈
까지매기헤,가자미회
까지매이,가자미
까지미,가자미
까지색,자주색
까지우거리,가지말랭이
까지우구리,가지말랭이
까지채,가자채
까찌,가지
까채이,가지
까챙이,가지
까치,개비
깔래,공기
까친,갖신
까쿠레이,갈고리
까쿠리,갈퀴
까쿠막,가풀막
까풀막,가풀막
깍다구,깍두기
깍닥김치,깍두기
깍데이,깍지
깍닥짐치,깍두기
깍단,마을의한쪽
깍단,각단
깍단지,각단
깍단지기,각단
깍대기,깍지
깍대기김치,깍두기
깍대기지,깍두기
깍대기짐치,깍두기
깍대이,깍두기
껍데이,껍데기
깍데이,깍두기
깍도기짐치,깍두기
깍디,깍두기
깍띠,각띠
깍방,각방
깍방차지,각방자리
깍성바지,각성바지
깍찜,팔짱
깎개표,가위표
깐막대,낚시찌
깐비,깜부기
깐알라,갓난아이
깐얼라,갓난아이
깐채,까치
깨챔,기침
깐채이밥,까치밥
깐채이집,까치집
깨챙이,개비
깐치밥,아그배
깐치밥,까치밥
깐치옷,누더기
깔가마구,갈까마귀
깔고랭이,갈고랑이
깔구리,갈퀴
깔꽃,갈꽃
깔꾸랭이,갈고랑이
깔대,갈대
깔대꽃,갈대꽃
깔대발,갈대발
깔대밭,갈대밭
깔대숲,갈대숲
깔끼,갈게
깔동재이,멋쟁이
깔딱증,딸꾹질
깔딱질,딸꾹질
깔뚝질,딸꾹질
깔랫돌,공깃돌
깔림배이,멋쟁이
깔마구,갈매기
깔미,갈매기
깔밭,갈밭
깔버짐,마른버짐
깔범,개호주
깔비,솔가리
깔비,갈기
깔뿌리,갈대의 뿌리
깔새,개개비
깔이파리,갈잎
깔잎,갈잎
깔찐,갖신
깔체이,가시넝쿨
깔쿠랭이,갈고랑이
깔쿠래이,갈고랑이
깔쿠리,갈고리
깔크막,가풀막
깔푸마,가풀막
깔푸막,가풀막
깔풀나무,떡갈나무
깔품,갈품
깔피리,갈피리
깜데이,깜부기
깜둥사마구,주근깨
깜둥창,검은 자위
깜딩,깜부기
깜베이,깜부기
깜벵이,깜부기
깜부,깜부기
깜부기,진드기
깜비기,깜부기
깜빵,감방
깜자짓빛,검자줏빛
깜짹이,깜짝이
깜피기,깜부기
깝,값
깝깝징,갑갑증
깝다이,대님
깝당이,대님
깝대기,대님
깝대이,대님
깝댕이,대님
깝디,껍데기
껍디기,껍데기
깝디기,껍데기
깟개,가위표
깟금,멧갓
깟밧,멧갓
깡깽이,깡깡이
깡새,강샘
깡내이,강냉이
깡내이자리,옥수수자루
깡냉이,강냉이
깡술,강술(안주없이 먹는 술)
깡아리,파리  
깡아리,깡다구  
깡어리,광주리  
깡엿,갱엿  
깡자리,광주리  
깡장,강정  
깡정,강정  
깡주리,광주리  
깡태,말린 명태  
깨감,개암  
깨고랑,개울  
깨고랑,개골창  
깨고랑가,개울가  
깨고랑창,개골창  
깨고리,개구리  
깨곰발,앙감질  
깨곰벵이,주근깨  
깨구랑,개골창  
깨구리눈,개구리눈  
깨구리헤엄,개구리헤엄  
깨금발,외발서기 
깨깡장,깨강정  
깨깡정,깨강정  
깨꾸랑,개울
개골창,개울
깨끼,가시랭이  
깨네기,고양이  
깨네이,고양이  
깨넹이,고양이  
깨이질,괭이질  
깨이파리,깻잎파리  
깨독,개암  
깨또랑,도랑  
깨또래미,귀뚜라미  
깨이파리쌈,깻잎쌈  
깨똥벌거이,개똥벌레  
깨뚱구리,그루터기  
깨목,깜부기  
깨목,개암  
깨목나무,개암나무  
깨묵,개암  
깨묵나무,개암나무  
깨미딸,뱀딸기  
깨발,깨끼발  
깨비,가지  
깨살,짜증  
깨소곰,깨소금  
깨솜,깨소금  
깨얌,고욤
깨얌나무,고욤나무
깨울창,작은 도랑  
깨을갈이,가을갈이  
깨이,괭이  
깨이자리,괭이자루  
깨잇날,괭잇날  
깨장에,갯장어  
깨주머니,호주머니  
깨주무이,호주머니  
깨찌거기,깻묵  
깨찌꺼기,깻묵  
깬지깨이,꽹과리  
깬쭈깽이,꽹과리  
깸보리,깜부기  
깻단,볏단  
깻돌,자갈  
깻주미이,호주머니  
깽가리,꽹과리  
깽깨이걸음,깽깽이걸음  
깽나깨이,꽹과리  
깽대기,꿰미  
깽마깨이,꽹과리  
깽매구,꽹과리  
깽매이,꽈리  
깽물,바닷물  
깽바깽이,꽹과리  
깽변,강가  
깽빈,강변  
깽사,꽹과리  
깽새이,꽹과리  
깽생이,꽹과리  
깽잇자리,괭이자루  
깽자리,잠자리  
깽수,꽹과리  
깽울,바다  
깽채,꽹과리  
깽채미,꽹과리  
꺼껑이,지렁이  
꺼꺼래이,거지  
꺼꽁,거위  
꺼꾸리,거위  
꺼꿀제비,곤두박질  
꺼꿍이,지렁이  
꺼낑이,거위  
껍디,껍질  
꺽더구,황점볼락  
꺼러배이,거지  
꺼러지,거지  
꺼럼지,꾸러미  
꺼렁태이,삼태기
꺼렁탱이,삼태기  
꺼렝이,꾸러미  
꺼리낌,거리낌  
꺼리미,꾸러미  
꺽더구,꺽저기  
꺼먼창,검은자위  
꺼먹깨,주근깨  
꺼멍창,검은자위  
꺼무래이,거머리  
꺼무리,거머리  
꺼무치,값어치  
꺼문창,검은자위  
꺼부러기,검부러기  
꺼부레기,검부러기  
꺼부지,검부저기  
꺼부지기,검부저기  
꺼불,검불  
꺼스락,가시랭이  
노륵,노릇  
꺼시약,거위약  
꺼시오줌,거위침  
꺼시락,가시랭이  
꺼시래이,가시랭이  
꺼시럼,숯  
꺼시름돈,거스름돈  
꺼싱이,거위  
꺼싱이,지렁이  
꺼이,지렁이  
꺼욱딱지,주근깨  
꺼작때이,거적때기  
꺼재기,거적  
꺼직때기,거적때기  
꺼죽,가죽  
꺼죽때기,거적때기  
꺼죽때이,거적때기  
꺼지,거지  
꺼지기,거적  
꺼터리,겉  
꺼품,거품  
꺽데기,가죽  
꺽두구짐치,깍두기  
꺽디,꺽저기  
꺽새,억새  
껀데기,건더기  
껀디,건더기  
껄덕쟁이,거룻배  
껀싱이,거위  
껄그렝이,꺼끄러기  
껄끄레이,꺼끄러기  
껄떡질,딸꾹질  
껄럭쟁이,거룻배  
껄레이,껄렁이  
껄배이,거지  
껄뱅이,거지  
껄티기,그루터기  
껌데이,깜부기  
껌둥창,검은자위  
껌둥쳉이,검은자위  
껌디,깜부기  
껌디,검둥이  
껌부기,깜부기  
껌뿌기,깜부기  
껌은고양이,검정고양이  
껌은돈,검은돈  
껌은빛,검은빛  
껌은자,검은자  
껌은창,검은자위  
껌은콩,검은콩  
껌은퐅,검은팥  
껌장,숯  
껌정,검정  
껌정,숯  
껌중,껌정  
껍당구,껍데기  
껍덕,껍데기  
껍데히,껍데기  
껍디기,껍데기  
껍딩이,껍데기  
껓,겉  
껕보리,겉보리  
껕옷,겉옷  
껕장,겉장  
껕저고리,겉저고리  
껕적삼,겉적삼  
껕포지,겉표지  
껕표지,겉표지  
껕흙,겉흙  
께,꾀   
께감,고욤  
께감나무,고욤나무  
께고리,꾀꼬리  
께구리,꾀꼬리  
께구리풀,질경이  
께방재이,훼방꾼
께꼬리,꾀꼬리  
께꾸리,꾀꼬리  
께돌이,꾀돌이  
께둥거리,그루터기  
께둥구리,그루터기  
께렁배이,게으름뱅이  
께르빼이,게으름뱅이  
께방,훼방  
께방,꿰방  
께배이,꾀쟁이  
께뱅이,꾀쟁이  
께벵,꾀병  
께벵재이,꾀병쟁이  
께뻰,옷핀  
께시레,고수레  
께암치,주머니  
께을,게으름  
께재이,꾀쟁이  
께을배기,게으름뱅이  
께을배이,게으름뱅이  
께을뱅이,게으름뱅이  
께을재이,게으름쟁이  
께젓,게젓  
께주머이,꾀주머니  
께치미,고비  
께침,고비  
껠,게으름  
껠뱅이,게으름뱅이  
껠이,게으름뱅이  
껠재이,게으름쟁이  
껫돌,조약돌  
껭이,꾸러미  
꼬갱이,곡괭이  
꼬고리,개구리  
꼬구리,개구리  
꼬기,고기  
꼬까지,골마지  
꼬깔,고깔  
꼬깔모자,고깔모자  
꼬껭이,곡괭이  
꼬꾸랑,꼬부랑  
꼬꾸래이,작살  
꼬내기,괭이상어  
꼬네,그네  
꼬누,고누  
꼬도리,고등어  
꼬도밥,술밥  
꼬돌배기,고들빼기  
꼬돌빼기,고들빼기  
꼬돌빼미,고들빼기  
꼬두리,고등어  
꼬들밥,술밥  
꼬두박,조롱박  
꼬두밥,술밥  
꼬두밥방석,도래방석  
꼬둘빼기,고들빼기  
꼬드리,고등어  
꼬드밥,술밥  
꼬등이,다슬기  
꼬때이,꼭지  
꼬뚜래미,귀뚜라미  
꼬뜨래미,귀뚜라미  
꼬뜨이기,꼴뚜기  
꼬락사이,꼬락서니  
꼬랑대기,꼬리  
꼬랑대기뻬,꼬리뼈  
꼬랑대기잡기,꼬리잡기  
꼬랑대이,꼬리  
꼬랑배기,꼬랑지  
꼬랑배이,꼬랑이  
꼬랑태기,꼬랑이  
꼬래비,꼴찌  
꼬래이,꼬리  
꼬랭이,꼬랑이  
꼬량주,고량주  
꼬리뻬,꼬리뼈  
꼽빼기,곱배기  
꼬마도이,꼬마둥이  
꼬마딩이,꼬마둥이  
꼬막꼬막,죄암죄암  
꼬막단지,뚝배기  
꼬문지,고삐  
꼬바리,꼴찌  
꼬방,광  
꼬배이,고삐  
꼬뱅이,고삐  
꼬빼기,곱빼기  
꼬빼기,고삐  
꼬빼이,고삐  
꼬뼁이,고삐  
꼽빼기,곱빼기  
꼬사리나물,고사리나물  
꼬사리밥,고사리밥  
꼬사릿국,고사릿국  
꼬손자,고손자  
꼬손주,고손자  
꼬손지,고손자  
꼬시락,망둑어  
꼬시랑재이,고수머리 
꼬시래기,망둑어  
꼬시레떡,고수레떡  
꼬시메,고수머리  
꼬시메머리,고수머리  
꼬신물,숭늉  
꼬실랑머리,고수머리  
꼬심도치,고슴도치  
꼬온디기,번데기  
꼬자이,고쟁이  
꼬장가리,꼬챙이  
꼬장중우,고쟁이  
꼬장카리,꼬챙이  
꼬쟁이,꼬챙이  
꼬쟁이,고쟁이  
꼽빼이,곱빼기  
꼬지깨이,꼬챙이  
꼬지바꾸,곤두박질  
꼬지캐이,꼬챙이  
꼬치자마리,고추잠자리  
꼬채이,꼬챙이  
꼬치갈리,고춧가루  
꼬치나비,누에나방  
꼬치미,고사리  
꼬치미,고비  
꼬치밭,고추밭  
꼬치이파리,고춧잎  
꼬치이파리나물,고춧잎나물  
꼬치잔자리,고추잠자리  
꼬치잠자리,고추잠자리  
꼬치장,고추장  
꼬치철기,고추잠자리  
꼬치철비,고추잠자리  
꼬치친구,불알친구  
꼬칫대,고춧대  
꼭깨이,곡괭이  
꼭다리,우수리  
꼭대이,꼭대기  
꼭댕이,꼭대기  
꼭두마리,도꼬마리  
꼭디,꼭대기
꼭디기,꼭대기
꼭지,모서리  
꼭지네,돈벌레
꼰데이,번데기  
꼰두,고누  
꼰두기,고누  
꼰디,그네  
꼰디,고누  
꼰뚜기,고누  
꼰디박질,곤두박질  
꼰디이,번데기  
꼰디이나부,누에나방  
꼰받기,공기놀이  
꼰배이,꼴찌  
꼰뱅이,꼴찌  
꼰지바꾸,곤두박질  
꼰지발,꽁지발  
꼰토,꼴찌  
꼴가지,골마지  
꼴갱이,골갱이  
꼴담살이,꼴머슴살이  
꼴도래미,귀뚜라미  
꼴때기,꼴뚜기  
꼴때미,어린 머슴
꼴뚜바리,꼴찌  
꼴뚜배기,꼴찌  
꼴띠,꼴뚜기  
꼴띠이,꼴뚜기  
꼴목,골목  
꼴목대장,골목대장  
꼴목질,골목길  
꼴목집,골목집  
꼴몰새이,꼬락서니  
꼴묵,골목   
꼴배이,꼴찌  
꼴뱅이,꼴찌  
꼴짜기,골짜기  
꼴째기거렁,개울  
꼴창,골짜기  
꼼녱이,꼼바리  
꼼도둑,좀도둑  
꼼배,골마지  
꼼배기,호미씻이  
꼼배이,꼴찌  
꼼뱅이,꼴찌  
꼼보빵,곰보빵  
꼼보유리,곰보유리  
꼼부,곰보  
꼼비기,애벌매기   
꼼자리,잠자리  
꼼재이,꼼꼼쟁이  
꼼재이,꼼바리  
꼼쟁이,꼼바리  
꼼쟁이,꼼꼼쟁이
꼽대이,대님  
꼽댕이,대님  
꼽똥,곱똥  
꼽사,곱사등이  
꼽새,곱사등이  
꼽새등어리,곱사등  
꼽셈,곱셈  
꼽셈기호,곱셈기호  
꼽셈법,곱셈법  
꼽셈표,곱셈표  
아리우,아래위  
꼽슬머리,곱슬머리  
꼽실머리,곱슬머리  
꼽쌂이,곱삶이  
꼽장사,곱장사  
꼽창,곱창  
꼽창전골,곱창전골  
꼽표,곱표  
꼽하기,곱하기 
꽁게기,꿩고기  
꽁굴레,공기놀이  
꽁다리,꼬투리  
꽁도바리,꼴찌  
꽁등,꼴등  
꽁또,꼴찌  
꽁또바리,꼴찌  
꽁바랭이,꼴찌  
꽁바리,꼴찌  
꽁배기,호미씻이  
꽃가매,꽃가마  
꽁지바리,꼴찌  
꽁지살,꽁숫달  
꽃가리,꽃가루  
꽃가지,골마지  
꽃구겡,꽃구경  
꽃구신,꽃귀신
구신,귀신
꽃끼,꽃게  
꽃모아리,꽃망울  
꽃몽다리,꽃망울  
꽃몽아리,꽃망울  
꽃몽오리,꽃망울  
꽃몽올,꽃망울  
꽃무시,꽃무  
꽃베이,꽃병  
꽃보리,꽃봉오리  
꽃보선,꽃버선  
꽃봉다리,꽃봉오리  
꽃봉지,꽃봉오리  
꽃샘추이,꽃샘추위  
꽃시이,꽃송이  
꽃싱이,꽃송이  
꽃조,꽃종이  
꽃종오,꽃종이  
꽃지자,꽃치자    
꽤네기,고양이  
꾕괴기,꿩고기  
꽤배이,꾀보  
꽤악질,구역질  
꽹매구,꽹과리  
꽹이,고양이  
꽹재비,상쇠재비  
꾀꾸리,꾀꼬리  
꾀넹이,고양이  
꾀사리,고사리  
꾀이,고양이  
꾀장주,고쟁이  
꾸뚜라재비,귀뚜라미  
꾸낌살,주름살  
꾸덕,구덩이  
꾸덕살,굳은살  
꾸뎅이,구덩이  
꾸둘배미,귀뚜라미  
꾸레이,구리  
꾸러기,꾸러미  
꾸레이,꾸러미  
꾸레기,꾸러미  
꾸레미,꾸러미  
꾸룬내,구린내  
꾸룽내,구린내  
꾸릉내,구린내   
꾸리,구렁이  
꾸리미,꾸러미  
꾸리쇠미,구레나룻  
꾸리쎄,구리쇠  
꾸무자,뱀장어  
꾸무장아,뱀장어  
꾸무장어,뱀장어  
꾸분밤,군밤  
꾸슬,구슬  
꾸실,구슬  
꾸엉,꿩  
꾸운밤,군밤  
꾸젓,굴젓  
꾸중모구,꾸정모기
꾸중물,구정물  
꾸중물통,개수통  
꾸중살,굳은살  
꾸즌살,굳은살  
꾸지럼,꾸지람  
꾼내,구린내  
꾼지람,꾸지람  
꿀,굴  
꿀,귤  
꿀구기,뻐꾸기  
꿀꾸기,뻐꾸기  
꿀꾸리,꾀꼬리  
꿀꾹,굴뚝  
꿀대지,꿀돼지  
꿀뚜래미,귀뚜라미  
꿀뚝새,굴뚝새  
꿀레,굴레  
꿀밤,도토리  
꿀밤나무,굴밤나무  
꿀밤나무,상수리나무  
꿀뱀,도토리  
꿀빰,꿀밤  
꿀빰,상수리  
꿀빰나무,상수리나무  
꿈밤나무,굴밤나무  
꿈베이,굼벵이  
꿈소리,잠꼬대  
꿈장아,뱀장어  
꿈장에,곰장어  
꿈질,꿈결  
꿉은고구매,군고구마  
꿉은밤,군밤  
꿍새끼,꿩병아리  
꿍심,꿍꿍이셈  
꿰미,고명  
뀜지,꿰미  
끄꽁이,지렁이  
끄나구,끈  
끄내기,끈  
끄냉키,끈  
끄네,그네  
끄름지,두름  
끄부지,티끌  
쌩과부,생과부  
끄시름,그을음  
끄시리,그을음  
끄시림,그을음  
끄씨림,그을음  
끄태기,끄덩이  
끄태이,끈  
끄터리,끄트머리  
끄트리,끝  
끄트머리,우수리  
끄튼머리,끄트머리  
끄틀머리,끄트머리  
끄티,끝  
끄팃돈,우수리  
끄팅이,끝  
끈나께,끈  
끈드름,그을음  
끈내끼,끈  
끈때기,끈  
끈다발,끄나풀  
끈다불,끄나풀  
끈다풀,끄나풀  
끈타발,끈  
끈타볼,끄나풀  
끈타불,끈  
끈태이,끈  
끈트무리,끄트머리  
끈팅이,끄트머리  
끌갈이,그루갈이  
끌떼이,그루터기  
끌터리,그루터기  
끌티,그루터기  
끌티기,그루터기  
끌티이,그루터기  
끌팅이,그루터기  
끗세,보습  
끝다리,우수리  
끝손가락,새끼손가락  
끝이동생,막내아우  
끝전,거스름돈  
끝즌,우수리   
끼감,고욤  
끼거품,게거품  
끼꼬리,꾀꼬리  
끼꾸리,꾀꼬리  
끼드리,구더기  
끼떠라미,귀뚜라미  
끼떠래미,귀뚜라미  
끼뜨래미,귀뚜라미  
낙매,낙상  
끼리,귀리  
끼매기,꿰매기
끼미개,고명  
끼미게,꾸미  
끼미기,고명  
끼밈,꾸밈  
끼밋거리,꾸밋거리  
끼밥,게거품  
끼사리,고사리  
끼실음,그을음  
끼싸리,고사리  
끼암,고욤  
끼짐,지짐이  
끼치미,고비  
끼침,기침  
끼투래미,귀뚜라미  
낄낄이,여치  
나구,당나귀  
나난담,담  
나는불레,날벌레  
나보태기,나이배기  
나라꼿,나리꽃  
나라꼿,백합  
나락가레,볏가리  
나락기구,벼훑이  
나락까시래이,벼까라기  
나락꽃,벼꽃  
나락낫,볏낱  
나락네끼,벼  
나락농사,벼농사  
나락누리,볏가리  
나락단,볏단  
나락딩기,볏겨  
나락멜띠기,벼메뚜기  
나락모개비,벼의 이삭  
나락베늘,볏가리  
나락벳가리,낟가리  
나락비까리,볏가리  
나락비늘,볏가리  
나락섬,볏섬  
나락쭉지,벼쭉정이  
나락쭉지기,벼쭉정이  
나락홀태,벼훑이  
나래꼿,나리꽃  
나래꼿,백합  
나레,숙달  
나레,이력  
나로놀이,장치기  
나무바가치,나무바가지  
나리껄,나루터  
나릿것,나룻가  
나릿곳,나루  
나릿배,나룻배  
나부,나비  
나막시이,남생이  
나매,아들  
나머지기,나머지  
나머치돈,거스름돈  
나무깨,나막신  
나무끌트리,그루터기  
나무끌티,그루터기  
나무둥거리,나무등걸  
나무둥구리,나뭇등걸  
나무등거리,나뭇등걸  
나무딸,산딸기  
나무딸기,산딸기  
나무뚱구리,나뭇등걸  
나무방아,디딜방아  
나무베늘,나뭇가리  
나무뿌리이,그루터기  
나무삐까리,나뭇가리  
나무새밭,남새밭  
나무시이,남생이  
나무이파리,나뭇잎  
나무지,나머지  
나무지기,나머지  
나무쪼가리,나뭇조각  
나무치,나머지  
나무치기,나머지  
나무테기,나머지  
나묵개,나막신  
나문치,나머지  
나박신,나막신  
나배이,나이배기  
나뱅이,나이배기  
나부래이,나부랭이  
나사구,나사못  
나사니,냉이  
나상이,냉이  
나쇄이,냉이  
나쇙이,냉이  
나수래이,냉이  
나스댕이,냉이  
나스래이,냉이  
나스랭이,냉이  
나승개,냉이
나시개이,냉이  
나시갱이,냉이  
나싱이,냉이  
나앋날,나흗날  
나알,나흘    
나암밭,남새밭  
나읃날,나흗날  
나잘가오,나절가웃  
나지오,라디오  
낙때,낮때  
낙로,낙루  
낙새미,가자미   
낚수,낚시  
낚수꾼,낚시꾼  
낚수대,낚싯대  
난닝구,러닝  
난닝꾸,러닝  
난리버꾸,난리굿  
난봉재이,난봉쟁이  
난새밭,남새밭  
난생이,냉이  
난서밭,남새밭  
난세밭,남새밭  
난쇄이,냉이  
난수밭,남새밭  
난시밭,남새밭  
난중,나중  
낱커리,낱켤레  
낟날,나흗날  
날가리,볏가리  
날가미,나라미  
날가미,아가미  
날감치,아가미   
날개미,아가미  
날개터리,날개털  
날개터리기,날개털  
날갯족지,날갯죽지  
날갯족지털,깃  
날갯죽데기,날갯죽지  
날구지,날개  
날구치,수염  
날굿,수염  
날베락,날벼락  
날짐성,날짐승  
날초리,기스락  
날추리,기스락  
날파래이,하루살이  
날파리,하루살이  
날퍼리,하루살이  
날포랭이,하루살이  
날품꾼,날품팔이꾼  
남게,나무  
남동성,남동생  
남동싱,남동생  
남바가치,나무바가지  
남새이,남생이  
남바우,남바위  
남바이,남바위  
남바치,나무바가지  
남방우,남바위  
남밭,남새밭  
남사밭,남새밭  
남수밭,남새밭  
남수새밭,남새밭  
남시밭,남새밭  
남시이,남생이  
남싱이,남생이  
남애,남아  
남우사,남우세  
남제지,나머지  
남지,남자  
남쭉,남쪽  
남판때기,널판때기  
납닥보리,납작보리  
납닥붓,납작붓  
납덩거리,납덩이  
납사이,냉이  
납새미,가자미  
납새미눈,가자미눈  
납새미조림,가자미조림  
납새미지짐,가자미지짐이  
납새미헤,가자미회  
납잭이,납작이  
낭간,벼랑  
낭개,나무  
낭구,나무  
낭껀티이,낭떠러지  
낭껀팅이,낭떠러지  
낭끄터리,낭떠러지
낭끄트리,벼랑  
낭낭끄터리,낭떠러지  
낭크터리,낭떠러지  
낯반데기,낯짝  
낯반데이,낯짝  
낯빤대이,낯바대기  
낯판때기,낯바대기  
낱곤,낱권  
낱데,낱되  
낱자리,낱자루  
