dialect,standard
소바탕,언덕
소발톱,소의 발톱
소방울,솔방울
소버섬,버짐
소버짐,진버짐
소벤,소변
소붓줄,소고삐
소비리,진드기
소비링이,진드기
소빈대,진드기
소뿔따구,소뿔
소새끼,송아지
소소르바람,회오리바람
소수리바람,회오리바람
소숙,소식
소스락바람,회오리바람
소스랑,쇠스랑
소스르바람,회오리바람

소스리바람,회오리바람
소시락바람,회오리바람
소시랑,쇠스랑
소시랑바람,회오리바람
소시래이,쇠스랑
소시렛바람,회오리바람
소아치,송아지
소안치,송아지
소애새끼,송사리
소염,천연두
소우매,소매
소주벵,소주병
소임,천연두
소임벵,천연두
소자,효자
소죽구시,구유
소죽박재이,소죽바가지
소죽박쟁이,소죽바가지
소지,소주
소집,외양간
소쩌기,소쩍새
손빡,손뼉
소찌거리,부리망
소찌그리,부리망
소찍새,소쩍새
소축새,소쩍새
소캐뭉치,솜뭉치
소톱,손톱
소포리,쇠파리
소험,효험
소홍,부리망
속고주우,고쟁이
속새,김
속소리굴밤,상수리
속솔굴밤,상수리
속솔굴밤나무,상수리나무
손가래,종가래
손고락,손가락
손꼬락,손가락
손꾸락,손가락
손곱,손마디
손까풀,손거스러미
손꺼시럼,손거스러미
손꼽장난,소꿉장난
손내기,샘
손님겍,손님격
손뜹,손톱
손틉, 손톱
손맞잽이,맞잡이
손멘겅,손거울
손멘겡,손거울
손모간지,손모가지
손목대이,손모가지
손목때기,손모가지
손묵대기,손모가지
손묵대이,손모가지
손묵디,손모가지
손민겅,손거울
손바대기,손바닥
손바딱,손바닥
손부덕,손바닥
손시르떡,백설기
손아구지,손아귀
손지메누리,손자며느리
손아우지,손아귀
손앙금,손아귀
손장난,소꿉장난
손재,손자
기빈,귀빈
손지질껍질,손거스러미
손짝두,손작두
기빈간,귀빈관
손호루깨,벼훑이
손홀깨,벼훑이
손후루깨,벼훑이
솔,지느러미
솔가리,송홧가루
기빈석,귀빈석
솔갈비,솔가리
솔개이,솔개
솔괭이,솔개
솔깔비,솔가리
솔깨,솔개
솔깨이,솔개
기빈실,귀빈실
솔깽이,솔개
솔낭게,소나무
솔낭구,소나무
솔바알,솔방울
솔밤세이,솔방울
솔밤싱이,솔방울
솔방구,솔방울
솔밴니,솔개
솔방알,솔방울
솔벤니,솔개
솔비,이화명나방
솔빵알,솔방울
솔숱,뜬숯
기세이,고양이
솔채이,송사리
솔챙이,송사리
기셍복,기성복
솜,소금
솟일대문,솟을대문
솟간,외양간
기셍이,고양이
송구,송기
송소리바람,회오리바람
송스리바람,회오리바람
송시랭이,송사리
송시리,송사리
송안치,송아지
송애새끼,송사리
송애키,송아지
송어,송사리
송치,송충이
기셍품,기성품
송칭,송충
솥걸이,다리쇠
솥떠꺼뱅이,솥뚜껑
솥뚜꺼리,솥뚜껑
솥뚜꾸베이,솥뚜껑
솥뚜꾸벵이,솥뚜껑
솥뚜베이,솥뚜껑
솥뚜벵이,솥뚜껑
솥뚜빙,솥뚜껑
솥뜨껑,솥뚜껑
솥뜨낑,솥뚜껑
쇄,억새
솥띠낑이,솥뚜껑
솥띠빙,솥뚜껑
솥바자리,솥솔
쇠게이,쇠고기
쇠거름,쇠두엄
쇠괴기,쇠고기
쇠괴이,쇠고기
쇠구시,구유
쇠꼬중우,잠방이
쇠똥벌거이,물방개
쇠똥벌그이,물방개
쇠똥종우,마분지
쇠비름,진드기
쇠에,소
쇠주,소주
쇠터럭풀,쇠뜨기
수건포,삽
수게또,썰매
수구목,삼나무
수구포,삽
수군,수건
수굼표,삽
수께또,썰매
수네기,넝쿨
술구시,술주정
수돌,숫돌
수들,숫돌
수루치,수리취
수루치딸,산딸기
수리,수레
수리지끼,수수께끼
수리치,수리취
수마곡질,숨바꼭질
수멩,수명
수목질,숨바꼭질
수무시이,은하수
수무싱이,은하수
수묵질,숨바꼭질
수물래기,숨바꼭질
수베이,잠자리
수벵,잠자리
수부렁,수렁
수북,수렁
수비,잠자리
수성벌거지,장구벌레
수세,수세미외
수세이,수세미
수시,수수
수시껀,한참
수시밥,수수밥
수싯개비,수수깡
수싯대,수숫대
수안치,송아지
수에미,수염
수왕,뒷간
수이,나막신
수지,수수
수채구멍,수채
수채꼬랑,수채
수챗구녕,수챗구멍
수케냉이,수고양이
수털,숫돌
수툴,숫돌
수티,단지
수팅이,독
수항,뒷간
수혼잔치,환갑잔치
숙,쑥
숙개,수캐
숙넘,수놈
숙놈,수쇠
숙닥,수탉
숙담,뜰
숙돌쭉,수톨쩌귀
숙송아치,수송아지
숙장달,수탉
숙주너물,숙주나물
순찰벵,순찰병
숟,윷
숟,숯
술개,수레
술때,끼니때
술미친개이,술망나니
술찌게이,술지게미
술찌끼이,술지게미
술치정,술주정
술치정배이,술주정뱅이
숨,수염
숨기낙질,숨바꼭질
숨질,숨결
숫게내이,수고양이
숫게생이,수고양이
숫게이,수고양이
숫겡이,수고양이
숫고냉이,수고양이
숫고얘이,수고양이
숫고얭이,수고양이
시릿방시기,시룻방석
숫궹이,수고양이
숫넘,수놈
숫눔,수놈
숫닥,수탉
숫덩거리,숯덩이
숫더리,숯덩이
숭내말,흉내말
숭내쟁이,흉내쟁이
숭냥,숭늉
숭냥물,숭늉
숭넝,숭늉
숭녕,숭늉
숭녕누룬티,눌은밥
숭녕물,숭늉
숭능,숭늉
숭님,숭늉
숭악,흉악
숭악범,흉악범
숭우,숭어
숯구디,숯가마
숱,윷
쉐,혀
쉐게기,쇠고기
쉥핀,송편
쉬고기,쇠고기
쉬임,수염
쉼,수염
슈거리,가래상어
슝,흉
스게또,썰매
스게토,썰매
스레기,쓰레기
스봉,바지
스숙밥,조밥
스숙쌀,좁쌀
스숫대,세숫대야
슬겅,시렁
습겍,습격
시강,소꿉장난
시건,철
시게이,냉이
시겡이,냉이
시굼창,수채
시굼추,시금치
시그,식해
시금추,시금치
시까리,쉬
시끌물,낙숫물
시끼,식해
시끼대이,새끼
시끼저금,수수께끼
시끼지름,수수께끼
시누릿대,식대
시누부,시누이
시누애씨,시누이
시느르대,해장죽
시대가리,쇠머리
시락국,시래깃국
시럭,살쾡이
시레기,쓰레기
시루번,시룻번
시룻본,시룻번
시리믿,시룻밑
시리,쉬
시리마개,시룻밑
시리밑바닥,시룻밑
시리방석,시룻방석
시리번,시룻번
시리벤,시룻번
시리본,시룻번
시리봉,시룻번
시리분,시룻번
시릿벤,시룻번
시막,사마귀
시매,시누이
시무꼬지,호미씻이
시무대,식대
시미,샘
시부기,수렁
시비,수렁
시비기,수렁
시비꾸시,수렁
시빙이,수렁
시삔,머리핀
시사릿대,댑싸리
시산노,삼노
시상,세상
시상천지,세상천지
시식바리,시시덕이
시쌔,새우
시아바시,시아버지
시아바지,시아버지
시아배,시아버지
시아범,시아버지
시아부지,시아버지
시아주버이,시아주비
시안치,송아지
시암,수염
시어마시,시어머니
시어머이,시어머니
시어무이,시어머니
시엠,수염
시염,수염
시오마니,시어머니
시줄,쇠줄
시차기,돌차기
시채손가락,가운뎃손가락
시포리,쉬파리
시핀,절편
광즈리,광주리
괴내이,고양이
괘내기,고양이
괴냉이,고양이
괘수나무,계수나무
괘악질,구역질
괴기,고기
괴깃국물,국물
괴생이,고양이
괴앗주머니,귀주머니
괴이,고양이
기간차,기관차
괴짝,궤짝
기염성,귀염성
굉이,고양이
굉일,공일
굊감,곶감
교가,교과
구겍,규격
구간,구관
구개흑,진흙
구구리,고무래
구구마,고구마
구구매,고구마
구구자나무,구기자나무
구구자주,구기자주
구구초나무,구기자나무
구께,진흙
구넉,구멍
구둘래미,귀뚜라미
구녕가,구멍가게
구녕가게,구멍가게
구늉,구멍
구니기,구멍
구닉,구멍
구닝,구멍
구답,무논
구덩텅이,구렁텅이
구더래기,구더기
구더러기,구더기
구더레기,구더기
구덕,구덩이
구덩,구덩이
구돌,구들
구돌배미,귀뚜라미
구랄,곤달걀
구두기,구덩이
구두손,구둣주걱
구두숟가락,구둣주걱
구둘새,굴뚝새
구두이,구덩이
구둘돌,구들돌
구둘막농사,구들막농사
구둘방,구들방
구둘배미,귀뚜라미
구둘빼미,귀뚜라미
구둣칼,구둣주걱
구로빠,클로버
구들고랑,방고래
구들막,구들목
구들매,구들미
구디,구덩이
구디기,구더기
구디레기,구더기
구뚝살,굳은살
구래쉠지,구레나룻
구렁,수렁
구렁티,구렁텅이
구레풀,부레풀
구렛나루,구레나룻
가리소곰,가루소금
가리소금,가루소금
구렛시염,구레나룻
구렝이,구렁이
구롬,구름
구룽,수렁
구룽팅이,구렁텅이
구름구실,구름 무늬 유리구슬
구리새,구리
구리셈,구레나룻
구리수엠,구레나룻
구리쉬염,구레나룻
가리집,가루즙
구리쎄,구리쇠
구리이,구렁이
구리이젓,냉이
구리풀,부레풀
구릿셈,구레나룻
구링이좃,냉이
구멩이,거룻배
구뭉구뭉,구멍구멍
구무가게,구멍가게
구무연,방패연
구무이,구멍
구무자,뱀장어
구무장아,뱀장어
구묵,구멍
구물짐치,깍두기
구밍이,구멍
구부,구멍
구불딩이,곱사등이
구설비,가랑비
구세,뒷간
궁자아,붕장어
궁장,뱀장어
궁장이,뱀장어
구숙구숙,구석구석
구숙방,구석방
구숙빠지기,구석
구시,구석
구시구시,구석구석
구시기,구석
구실수,구설수
구시마,뒷간
구신,귀신
구실,홍역
구실따묵기,구슬치기
구암,고함
국하차,국화차
군데뛰기,그네뛰기
구얼,구월
구웅,구멍
구융,구멍
구이,귀
구이배,구유배
구저이,구멍
구전꾼,흥정꾼
구정,구멍
구정이,구멍
구죽,구두
구중,구멍
구캐,진흙
구지뽑기,제비뽑기
구페,글피
구피,글피
국가랭이,가래떡
국감,가래떡
국거리,가래떡
국물짐치,국물김치
국멩,국명
국시물,국수물
국시사리,국수사리
국시판,국수판
국싯발,국숫발
국하,국화

군데,그네
군벵이,굼벵이
군비,굼벵이
군음석,군음식
군임석,군음식
굳운살,굳은살
굴간제복,굴건제복
굴둑새,굴뚝새
굴떡새,굴뚝새
굴뚝제비,귀제비
굴띡새,뱁새
굴레,그네
굴레쌔미,구레나룻
굴레씨염,구레나룻
굴렛수움,구레나룻
굴렛쉬염,구레나룻
굴렛시엄,구레나룻
굴렛시염,구레나룻
굴렛심,구레나룻
굴렛심지,구레나룻
굴리,굴레
굴밤,도토리
굴밤나무,상수리나무
굴밧,굴밤
굴밧나무,굴밤나무
굴피,글피
굴헤,굴회
굵은소곰,굵은소금
굼,구멍
굼논,무논
굼머리,잠자리
굼버리,땅벌
굼붕기,굼벵이
굼비이배,거룻배
굼빙이,구더기
굼장아,뱀장어
굼장어,뱀장어
굼장에,곰장어
굼턱,구덩이
굼턱굼턱,군데군데
굼티,구덩이
기국,귀국
기국민,귀국민
기국선,귀국선
굽디리,굽도리
굽지,징두리
굿돌,공깃돌
굿재이,무당
궁가리,구멍
궁감자,감자
궁구,식구
궁구줄,금줄
궁댕이,궁둥이
궁둥빵아,궁둥방아
궁둥뻬,궁둥뼈
궁디방아,궁둥방아
궁디뻬,궁둥이뼈
궁디살,궁둥살
궁디이방아,궁둥방아
궁디춤,궁둥춤
궁자,뱀장어
궁자아,뱀장어
권미떡,가래떡
권석,권식
궤깃덩어리,고깃덩어리
귀더리,장구벌레
귀때이,귀때기
귀떡,송편
귀떼이,귀퉁이
귀똥베이,귀때기
귀뜨라미,귀뚜라미
귀먹자게이,귀머거리
귀먹재이,귀머거리
귀메,꾸미
귀볼개,귀밝이
귀볼개술,귀밝이술
귀염나무,고욤나무
귀신바람,회오리바람
귀암,개암
귀암나무,개암나무
귀억질,구역질
귀조마니,귀주머니
귀접,수렁
귀쳉,귀지
귀티,귀퉁이
귀팅이,귀퉁이
귀후비개,귀이개
귀후지,귀이개
귀후지개,귀이개
귀휘기개,귀이개
귀휘비개,귀이개
그뭄,그믐
귀히지개,귀이개
귓설,귓결
귕기,구멍
그그모레,그글피
가우,한가위
그그제,그끄저께
그그지,그끄저께
그내모레,그글피
그내모리,그글피
각시기,참오징어
그네발판,밑싣개
그네판,밑싣개
그덤새,그사이
그단,그동안
그담새,그사이
그러매,그림자
그럼자,그림자
그럼재,그림자
그레,번지
그르매,그림자
그름자,그림자
그리매,그리마
그림재,그림자
그만때,그맘때
그모리,글피
그문날,그믐날
그물끼,그믐께
그뭄께,그믐께
그뭄끼,그믐께
그뭄정께,그믐께
그믐끼,그믐께
그시리,그을음
그아래,그끄저께
그아리,그끄저께
가실주,과실주
그자,그적
그전분,그전번
그제께,그저께
그지께,그저께
그지끼,그저께
그페,글피
그후멩년,명후년
그후페,그글피
근굴밤나무,떡갈나무
근네,건너
근대,그네
근데,그네
글발,끗발
글테기,그루터기
금날,그믐날
글홀깨,그네
금덩거리,금덩어리
금딩이,금덩이
금비네,금비녀
급티기,그루터기
긍그리,시룻밑
긍걸,욕심
긍굿줄,금줄
기간지,기관지
기간지염,기관지염
기가,귀가
기가,귀가
기간,기관
기간,기관
기간장,기관장
기감나무,개암나무
기겅,구경
기게창,기계총
기겡,구경
기계똥,버짐
기계버짐,버짐
기고리,꼬리
기공녀,귀공녀
기공자,귀공자
기구녕,귓구멍
기구멍,귓구멍
기금속,귀금속
기기,멸치
기더리,구더기
기더리,장구벌레
기더리,쉬
기더리기,구더기
기도리,구더기
기동냥,귀동냥
기동녀,귀동녀
기동이,귀둥이
기동자,귀동자
기빰,귀뺨
기드리,구더기
기들배미,귀뚜라미
기때기,귀때기
기떠라미,귀뚜라미
기뚝새,굴뚝새
기띰,귀띰
기띰질,귀띰질
기럭새,기러기
기럼,그림
기막,귀청
기렁장,간장
기레리기,기러기
기르러길,샛길
기름티,비계
기름벵,기름병
기름뻬재이,기름투성이
기름치,비계
기마개,귀마개
기머거리,귀머거리
기먹자가리,귀머거리
기먹재가리,귀머거리
기목나무,귀목나무
기멩물,개숫물
기미,구미
기미개,고명
기밍물,개숫물
기밑때기,귀밑때기
기밑터래기,귀밑털
기발,귀얄
기밝애,귀밝이
기밝애술,귀밝이술
기밥,귓밥
기볼개,귀밝이
기볼개술,귀밝이술
기부,계부
기부인,귀부인
기불,기별
기불매,풀무
기빱,귓불
기비,귀주머니
기비,주머니
기사리,고사리
기생오래비,기생오라비
기성헤,기성회
기성헤비,기성회비
기세,원추리
기수나무,계수나무
기순,귀순
기순자,귀순자
기슬기,기슭
기습,기슭
기시개,귀이개
기시미,바구미
기싸대기,귀싸대기
기쑤시개,귀이개
기쑤시기,귀이개
기쑥,다북쑥
기앓이,귀앓이
기암,개암
기암,고욤
기암나무,개암나무
기앵이,고양이
기염나무,고욤나무
기얌,고욤
기얌나무,고욤나무
기양,기왕
기양,귀양
기양,귀향
기양살이,귀양살이
기양지,귀양지
기염둥이,귀염둥이
기염디,귀염둥이
기염상,귀염성
기얼,겨울
기엄나무,개암나무
기엉,설거지
기엉물,개숫물
기엉통,개수통
기연목,추녀
기염,귀염
기영,구경
기오,거위
기왜집,기와집
기우,기러기
기우름,게으름
기융물,개숫물
기융물통,개수통
기의,귀의
기이기,귀퉁이
기이지개,귀이개
기인,귀인
기인상,귀인상
기인성,귀인성
기잉,구경
기절기,기저귀
기제기,기저귀
기주구,기저귀
기주문,귀주머니
기줌치,귀주머니
기중품,귀중품
기지개,귀이개
기지내,귀이개
기집,계집
기집질,계집질
기짝,궤짝
기찔개,귀이개
기창,귀청
기천,귀천
가간,가관
가감성,과감성
가개,홍역
가객,가격
가거,과거
가거사,과거사
가거지사,과거지사
가검자리,가장자리
가게,과거
가겍,가격
가겍,과격
가그랑비,가랑비
가는국수,실국수
가내이,강냉이
가녁,과녁
가녁판,과녁판
가는비,가랑비
가다리,어리
가대기,까대기
가대기질,가대기
가대이,까대기
가대평가,과대평가
가더기,써레
가매띠빙이,가마솥의 뚜껑
가덜배차,양배추
가두리,덧두리
가두리,새장
가따리,가짜
가똑떼이,과똑똑이
가똑떽이,과똑똑이
가똑띠이,과똑똑이
가똑띡이,과똑똑이
가라,가래
가매멀미,가마멀미
가라추자,가래
가락싱이,둥우리막대
가람옷,갈음옷
가랑테이,가랑이
가랑텡이길,갈림길
가래,낟가리
가을벹,가을볕
가래매,가르마
가래미,가르마
가래줌,가래
가래지움,가래
가래춤,가래침
가래토시,가래톳
가래툿,가래톳
가랜매,가르마
가랭텡이,가랑이
가러톳,가래톳
가럼옷,외출복
가레,가리
가로,과로
가르매,가르마
가실보리,가을보리
가른매,가르마
가리,닭의어리
가리,가랑이
가리,가루
가리비누,가루비누
가리분,가루분
가리비늘,가루비누
가리사분,가루비누
가리삭,품삯
가리약,가루약
가리우유,가루우유
가리임석,가루음식
가리쟁이,가랑이
가리줌,가래
가리칠기,살이 많아 먹기 좋은 칡
가리토시,가래톳
가리톳,가래톳
가마구,까마귀
가마니,가마
가마이때이,가마니때기
감태기,감태
가마때기,가마니때기
가매,가르마
개쑥,다북쑥
가매솣,가마솥
가매채,가마채
까자,과자
가불대이,대님
가목,과목
가불댕이,대님
가불땡이,대님
가불떼기,대님
가무나리,진드기
가무름,가뭄
가무살,가뭄
가무치,가물치
가무치곰,가물치곰
가무치회,가물치회
가문눈섭,속눈썹
가문다리,진드기
가뭄살,가뭄
가믐,가뭄
가민,과민
꽈방,과방
가부나리,진드기
가부내기,진드기
가부다님,대님
가부댁,과부댁
가부랭이,가오리
가부리문침,가오리무침
가부리백숙,가오리백숙
가부리탕,가오리탕
가부자리,책상다리
가부족,과부족
가분나리,진드기
가분다리,진드기
가분지,진드기
가붓데이,대님
가브리,가오리
가뿌대이,대님
가뿌때이,대님
가사리,가장자리
가수원,과수원
겍,격
가새춤,가위춤
가샛날,가윗날
가생이, 가
가석,과식
가세, 멧갓
가수,과수
가수나,계집아이
가수나중,여승
가수내,계집아이
가수밭,과수밭
가순나,계집아이
가순내,계집아이
가숨뻬,가슴뼈
가스개,가위
가스나,계집아이
가스내,계집아이
겍자,격자
가시께,가위
겍자문,격자문
가시랑비,가랑비
가시리,가시랭이
가시바리,계집아이
가식,과식
가시아부지,가시아버지
가실비,가랑비
가실나무,과실나무
가심빼기,가슴패기
가싱이,가
가에,과외
가암,고함
가애,가위
가언데,가운데
가올,가을
가옷,가운데
가장,과장
가을게둠,가을걷이
가음,과음
가이,가
가이,가위
가이나,계집아이
가일,과일
가일나무,과일나무
가일바람,갈바람
가일주,과실주
가일즙,과일즙
가자,가재
가자이,가지
가잡기,가까이
가쟁이,가지
가제,과제
가제물,과제물
갓다리,곁다리
가죽껍디기,가죽
가죽이,가까이
간때이,간짓대
가줍기,가까이
가줍게,가까이로
갈로,괄호
겜용,겸용
가지랑,야지랑
가지앗간,대장간
가지얏간,대장간
가짜배이,가짜배기
찐배이,진짜배기
가차이,가까이
가찬,과찬
가찹기,가까이
가챕이,가까이
가추가추,가지가지
가친,갖신
가침,덤
가토리,까투리
가투리,까투리
가함,고함
각떼,각띠
각,갑
각디,깍두기
간,관
간가,관가
간강,관광
간강지,관광지
간게기,자반
간게이,자반
간겍,간격
간깔치,자반갈치
간나,갓난아이
간대,바지랑대
간대이,간대
간데손가락,가운뎃손가락
간딩이,간덩이
간띵이,간덩이
간란,관람
간람객,관람객
간람석,관람석
간람자,관람자
간련,관련
간리,관리
간물게기,바닷물고기
간빵,건빵
간상,관상
간상가,관상가
재이,쟁이
간상재이,관상쟁이
간상풀이,관상풀이
간주깨이,간짓대
간솔,관솔
간심,관심
간십,간섭
간알라,갓난아이
얼라,아이
간오,간호
간오사,간호사
간오원,간호원
간장물,지지랑물
간절,관절
간절염,관절염
간조구,절인 조기
갓짐치,갓김치
간중,관중
간중석,관중석
간지깨이,간짓대
간지깽이,간짓대
간지미,간짓대
갈롱,간능
갈매이,갈매기
갈무,가을무
강목천,광목천
갈미,갈무리
갈밤,상수리
갈밤나무,갈참나무
갈방이파리,가랑잎
갈방입,가랑잎
갈방입사구,가랑잎
갈방잎,가랑잎
갈버리,가을보리
갈벹,가을볕
갈비뻬,갈비뼈
갈세,괄시
갈시,괄시
갈장마,가을장마
갈짝,서쪽
갈청어,청어
갈쿠리,갈퀴
가암,고함
감똘개,감또개
감바치,가맛바가지
감베기,깜부기
감성어,감성돔
감자찌짐,감자전
감성이,감성돔
감셍이,감성돔
감솔,관솔
감싱이,감성돔
감자티김,감자튀김
감질,고함질
감투쌈,감투싸움
감티,감투
강어,광어
갑반,각반
갑작벵,갑작병
갓금,멧갓
갓난재이,갓난쟁이
갓낸애기,갓난아기
갓모,갈모
갓무시,갓무
갓어미,장모
갓자리,가장자리
강가세,강가
강가시,강가
강거람,간지럼
강거리,껑거리막대
강거리끈,껑거리끈
강고,광고
강고등어,가다랑어
강고료,광고료
강고업,광고업
강고판,광고판
강구,광주리
강내,강냉이
강내이,강냉이
강내이박상,강냉이튀김
강내이밥상,강냉이튀김
강내이티밥,강냉이튀김
티밥,뻥튀기
강대놀음,광대놀음
강대뻬,광대뼈
강목,광목
강목옷,광목옷
강범이,광범위
강병,강변
강쌘이,강아지
강쌩이,강아지
강아리,광주리
강어리,광주리
강어헤,광어회
강장,광장
강주리,바구니
강즈리,광주리
개감,개암
개감나무,개암나무
개거랑,개울
또랑,도랑
개게기,개고기
개고랑창,개울
개고리포래,이끼
개구란,개울
개구랑,개울
개구랑가,개울가
개구무,개구멍
개구뭉,개구멍
개굴창,개울
개넘,개놈
개도토리,상수리
개둥천,둑
개등이,등겨
개등천,둑
개따가리,감기
개따놀이,숨바꼭질
개때가리,감기
개똥벌거리,개똥벌레
개똥벌개이,반딧불이
개똥벌갱이,반딧불이
개똥벌거이,반딧불이
개똥벌겅이,반딧불이
개똥벌리,반딧불이
개똥불 : 반딧불
개뚜베이,사발의 뚜껑
개뚱구리,그루터기
개뚱천,둑
개뜨배이,뚜껑
개뜨베이,사발의 뚜껑
개뜨벵이,사발의 뚜껑
개띠놀이,숨바꼭질
개리미,가르마
개마를때,도꼬마리
개맏,수맥
개멩,개명
개무치,주머니
개밀,귀리
개백젱,개백정
개버리,귀리
개베,새벽
개불매,풀무
개비,호주머니
개숭눈,개씨바리
여시,여우
개쌈,개싸움
개씹,개씨바리
개씹눈,개씨바리
개아,주머니
개아줌치,주머니
개아통,주머니
개앗주머니,호주머니
개야지,강아지
개장어,갯장어
개여,여우
개와줌치,호주머니
개여시,여우
개염,고욤
개올,개울
개와통,호주머니
개야,주머니
개와,기와
개왓주무이,호주머니
개왓집,기와집
개을갈이,가을갈이
개울창,개울
개이때가리,개좆부리
개으시,여우
개이,옹이
개자,나막신
개자석,개자식
개잔치,손님을 인색하게 대접하는 잔치
개잡넘,개잡놈
개조따가리,감기
개주머이,호주머니
개죽,가죽
개줌치,호주머니
개줍치,주머니
개지름,개기름
개지름,기미
개지뿌리,감기
개통벌거지,개똥벌레
개투림,트림
개트름,트림
개파래,이끼
개포래,이끼
개포리,해파리
개히,고양이
갠태,바다
갬감,고욤
갬치,호주머니
갭인,환갑
갭인잔치,환갑잔치
갯가사람,갯사람
갯거시,갯지렁이
갯게기,바닷물고기
갯게이,바닷물고기
갯고동,다슬기
갯그새,바닷가
갯꽃,개나리꽃
갯물고기,바닷물고기
갯붕장어,갯장어
갯소래,다슬기
갯주무이,호주머니
갯주미이,호주머니
갯줌치,호주머니
갯줌치,주머니
갱갱이,댑싸리
갱구,고양이
갱구랑,개골창
갱기도,경기도
갱문,바다
갱문가,갯가
갱물,개울물
갱물가,갯가
갱물게기,바닷물고기
갱변,강변
갱물새비,바닷물에 사는 새우
갱비리,진딧물
갱새이,강아지
갱이,옹이
갱펜,개평
갱편,개평
갱피,강피
갱피밥,강피밥
갱피죽,강피죽
갱핀,개평
거그머리,거머리
거끔,거품
거라지,거지
거랑가,개울가
거랑물,개울물
거랭이,거지
거러박수,거지
거러방치,거지
거러뱅이,거지
거럼,갈림길
거렁뱅이,거지
거럼질,갈림길
거레이,거지
거렝이,거지
거름소구리,삼태기
거름소꾸리,삼태기
거름소쿠리,삼태기
거름질,갈림길
거리,고리
거멈,그믐
거무,거미
거무,거머리
거문깨,주근깨
거물,거머리
거뭇줄,거미줄
거버지,검부저기
거부제기,검부저기
거부적,검부저기
거부지,검부저기
거부지기,검부저기
거부지이,검부저기
거서렝이,지렁이
거부징이,검부저기
거불,검불
거뿜,거품
거성거리,거위
거셍이,지렁이
거셩거리,지렁이
거승거리,거위
거시거리,지렁이
거시랭이,거위
거신,거위
거실,겨울
거싱거리,거위
거십,건건이
거싱이,거위
거씹,건건이
거우,거위
거저말,거짓말
거저묵기,거저먹기
거젓말,거짓말
거젓말재이,거짓말쟁이
거줏말,거짓말
거터리,겉
거튼머리,끄트머리
건그니,반찬
건닛집,건넛집
건넷방,건넛방
건닛방,건넛방
건닛집,건넛집
건니펜,건너편
건닛마실,건넛마을
건닛마을,건넛마을
건닛방,건넛방
건닛산,건넛산
건두박질,곤두박질
건들바구,흔들바위
건들밭,땅이 메마르고 건조한 밭
건디기,건더기
건딩이,건더기
건력,권력
건력가,권력가
건력자,권력자
건력층,권력층
건모술수,권모술수
건버짐,마른버짐
건불,검불
건불십년,권불십년
건섶,거섶
건시,회충
건시,지렁이
건이,권위
건주,권주
건주가,권주가
건지래비,옴
건총집,권총집
걸가,개울가
걸강,개울
걸고리,갈고리
걸금티,두엄자리
걸디기,그루터기
걸뚝,둑
걸방성이,거지
걸배니,거지
걸뱅,거지
걸버이,거지
걸벙이,거지
걸음바,걸음마
걸짐,거름
걸태,매무새
검부랑,검부러기
검부새,검부러기
검부석,검부저기
검부지기,검부저기
검은챙이,검은자위
것구리,지렁이
겅거래,겅그레
겅거리,다리쇠
겅구,식구
겅구줄,금줄
겅구지,금줄
겅그리,겅그레
겉다리,곁다리
겉치리,겉치레
게나리봇짐,괴나리봇짐
게기덩거리,고깃덩어리
게기덩어리,고깃덩어리
게기반찬 : 고기반찬
게기밥,고기밥
게기비늘,고기비늘
게나이,고양이
게기뻬,가시
게기전,생선전
게기전,생선전(가게)
게깃국,고깃국
게깃덩거리,고깃덩어리
게깃덩어리,고깃덩어리
게깃돔배기,고깃덩어리
게깃밥,고기밥
게깃배,고깃배
게끼,보릿겨
게네히,고양이
게더랑,겨드랑이
게더리,구더기
게덕,괴덕
게따까리,게딱지
게따미따,숨바꼭질
게따찌,숨바꼭질
겨란,계란
게론,결혼
게론식,결혼식
게룬,결혼
게물,괴물
게미,꾸미
게미떡,가래떡
겡물,겉물
게부,계부
게불미,손풀무
게비,주머니
게살,엄살
게세이,고양이
게셍이,고양이
게시레,수레
게신,귀신
게실,겨울
게아,기와
게아리,고사리
게아지붕,기와지붕
게아집,기와집
게앗집,기와집
게얼,겨울
게오,거위
게오지,앞쪽 젖니가 빠진 아이
게올,겨울
게와짝,기왓장
게울,거울
게울철,겨울철
게으렁배이,게으름뱅이
겡치,경치
게이,고기
게자씨,겨자씨
게작,궤짝
게주기,기저귀
게치미,고비
게침,기침
게팍,괴팍
게트랑,겨드랑
게틀량,겨드랑
게핏가리,계핏가루
겍질,구역질
겡품,경품
겔,겨울
겔론,결혼
겔론식,결혼식
겔멩자차,결명자차
겔배이,게으름뱅이
겔뱅이,게으름뱅이
겔석,결석
겔석게,결석계
겔심,결심
겔혼,결혼
겔혼반지,결혼반지
겔혼사진,결혼사진
겜상,겸상
겜상밥,겸상밥
겝옷,겹옷
겡대,경대
겡매,경매
겡매인,경매인
겡매장,경매장
겡사,경사
겡옥고,경옥고
겡운기,경운기
겡이,고양이
겡자리,모심을 논이나 못자리에 밑거름으로 넣는 생풀
겡작,경작
겡작자,경작자
겡작지,경작지
겡조사,경조사
겡조전보,경조전보
겡지,경지
겡질,경질
겨런,결혼
겨얼,겨울
겨위 : 거위
겨집애,계집아이
걈,개암
계집중,여승
고고마,고구마
고고매,고구마
고매,고구마
고고페,그글피
고과서,교과서
고구매티김,고구마튀김
고군매,고구마
고기국물,국물
고기날개,지느러미
고기덩거리,고깃덩어리
