dialect,standard
빚두루매이,빚두루마기
빝,빗
빠꿈이,빠꼼이
빠마디,뺨따귀
빠마리,뺨따귀
빠무때기,뺨따귀
빠알,방울
빠얼,방울
빠이뽀,담뱃대
빠재기,자루
빠점장,빠점장
빡지,곰보
빡지,박쥐
빤댓돌,조약돌
빤데,물수제비
빤데돌,바둑돌
빤데돌,자갈
빨간무시,홍당무
빨간소,털의 빛깔이 붉은 소
빨래방마이,빨랫방망이
빨래방마치,빨랫방망이
빨래작대기,바지랑대
빨래줄,빨랫줄
빨랫대,바지랑대
빨쥐이,박쥐
할아부님,할아버님
빰,뼘
빰나무,밤나무
빰소이,밤송이
빰송이,밤송이
빰장어,뱀장어
빰짝,뺨
빳구,방앗공이
빵까지,물방개
빵앗구,방앗공이
빼가리,병아리
뻔떡,버덩
빼담,서랍
펭판,평판
빼배기,서랍
빼빼장구,질경이
빼빼장군,말라깽이
빼빼쟁이,질경이
뻘구디,진흙탕
뻘구디기,진흙 구덩이
빼쭉코,뾰족코
뺄간,서랍
뺄개이,빨갱이
뺑소니,팽이
뺑소이,팽이
뺑송이,팽이
뻐들나무,버드나무
뻔,버찌
뻔갯불,번갯불
뻔덕,버덩
뻔디,언덕
뻔디,번데기
뻔디이,번데기
뻘농어,다금바리
뻘따이,뻘때추니
뻠뿌,펌프
뻬가지,뼈다귀
뻬간지,뼈다귀
빼다기,뼈다귀
뻬삐젱이,질경이
뻬아리,병아리
뻬재이,보자기
뻬제기,자루
뻬제이,자루
뻭다간지,뼈다귀
뻭다구,뼈다귀
뻿대,뼈대
뼈까리,낟가리
뼈조대이,말라깽이
뼈조댕이,말라깽이
뼉다구,뼈다귀
뽀게또,주머니
뽀드락지,뾰두라지
뽀디기,보드기
뽀리,봉우리
뽀말때기,뺨따귀
뽀시레이,부스러기
뽀우리,봉우리
뽀이치,박쥐
뽀재기,보자기
뽀재이,보자기
뽀틔기,번데기
뽁대기,꼭대기
뽁지,박쥐
뽁징이,복어
뽄대,대머리
뽄데기,번데기
뽄디,동부
뽄디기,번데기
뽄디이,번데기
뽈거리,볼거리
뽈고동,다슬기
뽈구둥,다슬기
뽈댕이,산봉우리
뽈때기,볼때기
뽈똥,보리수
뽈똥나무,보리수나무
뽈라구,볼락
뽈락어,볼락
뽈래기,볼락
뽈래기,풍선
뽈찌새,박쥐
뽈찌이,해오라기
뽈찡이,올빼미
뽈치,발찌
뽈치,볼거리
뽈치기,볼거리
뽐,뺨
뽐뽀,펌프
뽐뿌,펌프
뽐뿌새미,펌프
기물,귀물
뽓돌,봉돌
뽕나무열매,오디
뽕나무포두,오디
뽕오리,봉우리
할아씨,할아버지
뽕따리,오디
뿌꿈숭지,숨바꼭질
뿌꿈새,뻐꾹새
뿌꿈숨기,숨바꼭질
뿌끼미,부꾸미
뿌디기,그루터기
뿌럭지,뿌리
뿌렁구,뿌리
뿌레이,뿌리
뿌리이,뿌리
뿌시럼,부스럼
뿍살,노을
뿍굼새,뻐꾸기
뿍새,노을
뿍대기,검불
뿍디,북데기
뿍디기,분꽃
뿍지,박쥐
뿔개이,뿌리
뿔뚝성,불뚝성
뿔구사리,놀
뿔국새,뻐꾹새
뿔굼살,노을
뿔꾹새,뻐꾹새
뿔따귀,뿔
뿔락어,볼락
뿔살,놀
뿔지,박쥐
삐가리,낟가리
삐가리,병아리
삐가리통,육추사
삐간지,뼈다귀
삐갱이,병아리
뺑아리,병아리
삐기,삘기
삐다미,서랍
삐둘개,비둘기
삐덜개,비둘기
삐땍이,삐딱이
삐들개,비둘기
너물,나물
삐들키너물,고들빼기나물
삐딱,비탈
삐딸,비탈
삐락,언덕
삐랑,벼랑
삐보,언청이
삐제이,자루
삐얄,비탈
삐지,비지
삐쪽새,종다리
삐쭉새,종달새
삐탈,비탈
삐툴다,비틀다
삔덕,산기슭의 넓은 잔디밭
삘가리통,육추사
삘갱이,병아리
삥아리통,육추사
사,상어
사,개미
사겍,사격
사구,사기
사구,자배기
사구,사위
사그륵,사기
사그럭,사기
사그륵쪼가리,사금파리
사깜지,소꿉질
사깡,소꿉질
사깨이,살쾡이
사깽이,살쾡이
사꾸란보시,버찌
사나꾸,새끼
사나자슥,사내자식
자슥,자식
사내끼,새끼
사네기,노래기
사니이,노래기
사닝이,노래기
사다라,사다리
사또,애꾸
사라문,사립문
사락비,가랑비
사랍,사립문
사레이,씀바귀
사러문,사립문
사럽문,사립문
사레문,사립문
사루창꾸,여물간
사룩,윷
사룻,윷
사릋,윷
사리,주름살
사리문,사립문
사릿문,사립문
사마구,사마귀
사마구,주근깨
사마구재이,사마귀
사마구쟁이,사마귀
사마기,사마귀
터럭바리,왈패
사마우,사마귀
사막구,사마귀
사모레기,진눈깨비
산딩이,산더미
사무레기,진눈깨비
사무레이,진눈깨비
사바리,사발
사복,쐐기
사방치기,비사치기
터레끼,터럭
사술잔,사발
사옷감,사윗감
사읃날,사흗날
어구팅이,억지투정
사외,사위
사우,사위
사웃감,사윗감
사워리,애꾸
사을날,사흗날
사이,사위
사잇개,사냥개
사채이,새끼
사캇,삿갓
사쿠라열매,버찌
사타구리,사타구니
사타리,사타구니
사티이,사팔뜨기
사팅이,사팔뜨기
사파,샅바
사파,기저귀
삭,싹
산노끈,삼노끈
산골착,산골짝
산구달,산달
산기슥,산기슭
산꼭대가리,산꼭대기
산꼭댕,산꼭대기
산꼭댕이,산꼭대기
산꼭더기,산꼭대기
산나깽이,새끼
산나꾸,새끼
산다구,상판대기
산날추리,산기슭
산달뿌리,산기슭
산대아지,산돼지
산데미,광주리
산더미,삼태기
산데미,바구니
산두,산도
산등때,산등성이
산딸,산딸기
산만당,산마루
산만데이,산꼭대기
산만뎅,산마루
산만디,산마루
산먼당,산마루
산먼대이,산마루
산몬당이,산마루
산몬뎅이,산마루
산몽디이,산봉우리
산문데이,산마루
산보두,머루
산비딱,산비탈
산비럭,산비탈
산비탁,산비탈
산비털,산비탈
산뽁대기,산꼭대기
산삐딱,산비탈
산삐알,산비탈
산삐얄,산비탈
산지슬,산기슭
산지실가지,산기슭
산징이,그리마
산짚,산기슭
산초래이,산기슭
산초레기,산기슭
탕수국,탕국
태가리,턱
태기,토끼
태까,토끼
태까니,토끼
태까이,토끼
태깡이,토끼
태끼,토끼
택구,택호
태박,타박
태방,타박
태수꼬랑,수채
태숫도랑,봇도랑
태청,마루
택걸이,턱걸이
택셈,턱수염
택수바리,턱주가리
택수엠,턱수염
택심지,턱수염
탱고리,올챙이
탱금대,바지랑대
터깨비,도깨비
터라구,털
터래끼,털
터래이,털
터렁구,터럭
터루기,터럭
터룩,터럭
터리기,털
터벅수리,독수리
터부리,투레
터북수리,독수리
터불,터울
턱수바리,턱주가리
털구,터럭
털기,잠자리
털미,털메기
털석바리,왈패
털세암,구레나룻
털엇,털옷
텀불,덤불
텀풀,덤불
텁삭부리,구레나룻
텃간,헛간
텅거리,덩어리
테까이,토끼
테깡이,토끼
테바지,더버기
테비,퇴비
테수도랑,도랑
텍,턱
텔룽게,달래
토구,토우
토까니,토끼
토까리,토끼
토까이,토끼
토까이치기,자치기
토까이풀,토끼풀
토깐,토끼
토깨비,도깨비
토깽이,토끼
토낑이,토끼
토막,목침
토막지,목침
토매,도마
토박,줄기
토벡,흙벽
토씨,토시
토재비,도깨비
토종무시,조선무
토채비,도깨비
토치,도끼
톰박,목침
톰배기,토막
통구밍이,거룻배
통구시,뒷간
통궁이,장수잠자리
통바리,중고기
팔올,팔월
통뻬,통뼈
통사,애꾸
통새,뒷간
통수,퉁소
통수깐,뒷간
통시,뒷간
통태,바퀴
통중우,통바지
퇘마리,툇마루
퇴까니,토끼
퇴까이,토끼
투구,토우
투리박,두레박
투우,토우
숨바꿈질,숨바꼭질
투피,흙벽돌
툭사구,뚝배기
툭사리,뚝배기
툭사바리,뚝배기
툭시바리,뚝배기
툭시발,뚝배기
툭파리,뚝배기
퉁시,뒷간
퉁싯간,뒷간
퉤수도랑,도랑
트레박,두레박
트르미,트림
트르박새미,두레우물
트리미,트림
트리박,두레박
트이,티
특사바리,뚝배기
튼나물,나물
튼너물,나물
틀,덫
틀기,잠자리
틀메기,털메기
틈비기,뜸부기
티,터
티기,튀기
티김,튀김
티까이,토끼
티꺼부지,티끌
티끄래기,티끌
티끄버리,티끌
티끅지,티끌
티끼비,티끌
티정,투정
티집,트집
틸팅이,바보
파게,파괴
파래기,파래
팔피이,팔푼이
파래미,피라미
파래이알,쉬
파랭이알,쉬
파얼,가위
파장,파장
파짐치,파김치
판백이,판박이
팔곰지,팔꿈치
팔곰치,팔꿈치
팔꼼치,팔꿈치
한펭생,한평생
팔꾸마리,팔꿈치
팔꿈,팔꿈치
팔끔치,팔꿈치
팔디꿈치,팔꿈치
팔랑개비,양재기
핀,편
팔얼,팔월
팔찜,팔짱
팔푼,팔푼이
팟종아리,팟종
팟종지,팟종
패종지,팟종
팤,팥
패둔북,강리

패장,양념간장
패랙,벼룩
패종자,팟종
패수깐,대장간
패씨,파의 씨
팸때,보리나 벼가 패는 때
팽데기,팽이
팽디이,팽이
팽딩이,팽이
팽비,팽이
퍼랭이,파리
퍼리,파리
퍽수,멍청이
펄,팔
펄찜,팔짱
펕,팥
페,포기
페기,포기
펜,편
펜겐,편견
펜지,편지
펭가,평가
펭균,평균
펭등,평등
펭말,책상다리
펭멘,평면
펭상,평상
펭소,평소
펭온,평온
펭원,평원
펭작,평작
펭지,평지
펭화,평화
포꿈질,딸꾹질
포대이,부대
포래,이끼
포래이,파리
포래이알,쉬
포랭이,파리
포랭이알,쉬
포리굼비,구더기
포리굼빙이,구더기
포리똥나무,보리수나무
포리세,쉬
포리시,쉬
포리알,쉬
포재기,포대기
포쭉새,소쩍새
포키,포기
폭지,포기
폭치이,포기
폭팔,폭발
작언매,작은어머니
폴꾸마리,팔꿈치
폴꾸무치,팔꿈치
폴디꾸마리,팔꿈치
폴뚝,팔뚝
폴매,팔매
폿,팥
퐄,팥
퐅,팥
퐅죽,팥죽
푸꼬치,누에고치
푸꾹새,뻐꾹새
푸대기,포대기
푸른동정,멍
푸른둥지,멍
푸른장디,멍
푸릉디,멍
푸릉장데이,멍
푸상추,상추
푸샛돌,부싯돌
푸성가리,푸성귀
푸솜,누에고치 솜
푸심,말라리아
푸재기,포대기
푸초,풀
푹시기,푸석이
푹잎사구,푸성귀
풀,팔
풀국새,뻐꾸기
풀궁새,뻐꾹새
풀당그래이,상수리나무
풀당그랭이,상수리나무
풀돌,자갈
풀때,떡갈나무
풀매,풀무
풀메띠기,방아깨비
풀비짜리,귀얄
풀상추,상추
풀섶,풀숲
풀심,말라리아
풀쌔기,풀쐐기
풀쏘기,풀쐐기
풀씨,자운영
풋남새,풋나물
품겍,품격
품장아,뱀장어

풋감자,감자
풋것,푸성귀
풋고옷,불거웃
풋너물,풋나물
풋돌,부싯돌
풋이파리,푸성귀
풍게,자두
풍덩게,풍뎅이
필랑개비,잠자리
풍만,안경
풍장아,뱀장어
풍채,차양
풍채주우,고쟁이
풍채중우,고쟁이
풍치미,퇴침
피끼,삘기
피래무찌,피라미
피리,송사리
피리째이,피라미
피리챙이,피라미
피뱅이,팽이
피보리,겉보리
피보리,귀리
피비,삘기
피이,포기
핀디이,풍뎅이
필챙이,피라미
핏덩거리,핏덩어리
핑개,풍뎅이
핑개이,풍뎅이
핑게이,풍뎅이
핑기,팽이
핑뎅이,팽이
핑뒹이,팽이
핑디,풍뎅이
핑베이,팽이
핑비,팽이
핑비,풍뎅이
핑비이,팽이
핑숫간,대장간
핑이,포기
하가,화가
하고,학교
하교,학교
하그륵,질그릇
하그릉,질그릇
하근내,화독내
하꼬,궤
하꾸,궤
하꾸째기,궤
하놀,하늘
하닥,화덕
하닥불,화롯불
하단,화단
하라래이,화랑이
하라씨,할아비
하래이,박수
하래이,화랑이
하랭이,화랑이
하량,한량
하럽살이,하루살이
하로,하루
하로,화로
하롯날,하룻날
하롯불,화롯불
하룹사리,하루살이
하룹살이,하루살이
하르,하루
하릇날,하룻날
하리,하루
하릿불,화롯불
하약,화약
하장,화장
하무차,혼자
하문차,혼자
하물차,화물차
하므차,혼자
하바리,해바라기
하분,화분
한씸,한숨
하붕이,할아버지
하뿜,하품
하알수박,하눌타리
하장년,화냥년
하토,화투
하펌,하품
하폼,하품
하픔,하품
학,확
한각잔치,환갑잔치
한갑잔치,환갑잔치
한기,학질
한나잘,정오
한나절,정오
한나중,정오
한낙때,정오
한데구세,한뎃뒷간
한데구시,한뎃뒷간
한데벤소,한뎃뒷간
한데통시,한뎃뒷간
한뎃벤소,한뎃뒷간
한무리,백설기
한방장,한창
한심,한잠
한쑤봉,잠방이
한쓰봉,잠방이
한자,혼자
한젙,한옆
한쪽눈찌그딩이,애꾸
한차,혼자
한칠,환칠
한펭생,한평생
할강고동,달팽이
할까래,하늘소
할랑개비,방아깨비
할문,할머니
할마고동,달팽이
할마고둥,달팽이
할마고디,달팽이
할마고딩이,달팽이
할마니,할머니
할마시,할머니
할마이,할머니
할막다구,할망구
할망고동,달팽이
할망땅구,할망구
할망이,할망구
할망탕구,할망구
할망태기,할망구
할망태이,할망구
할망탱고,할망구
할매꽃,할미꽃
할매이,할머니
할무니,할머니
할무이,할머니
할미고동,달팽이
할미고디,달팽이
할버씨,할아버지
할버지,할아버지
할미래꽃,할미꽃
할바시,할아버지
할바쌔,할아버지
할바씨,할아버지
할방구,할아범
할방이,할아버지
할배탕구,할아버지
할튀,화로
할티,화로
할티불,화롯불
함품,하품
함메기,함지
함배기,함지박
함자,혼자
함차,혼자
함티이,함지
합겍,합격
합두루매기,핫두루마기
핫이울,핫이불
항아장시,황아장수
항,향
항거래비,방아깨비
항걸래비,방아깨비
항새,두루미
항새배기,황새풀
항새풀,억새
항새피기,억새
항시비기,억새
항시비시,황새풀
항알수박,하눌타리
항칠,환칠
해가리,엇셈
해가오리,해바라기
행토,행티
해거룸,해거름
해겔,해결
해구랭이,해바라기
해구와리,해바라기
해그래,햇무리
해그룸,해거름
해꼬지,해코지
해꼬질,해코지
해꽃,햇무리
해때기,호드기
해띠기,호드기
해모리,햇무리
해문,햇무리
해물고기,바닷물고기
해바리꽃,해바라기
해빗,햇빛
해살,햅쌀
해오,해의
해오래기,해오라기
해우름,엄살
해장어,갯장어
해지름,해거름
잔아부지,작은아버지
해채,수채
해채구디기,수채
해체구디,수렁
해치,진흙
해치,늪
해치구더기,수렁
해치구덕,수렁
해칫구덕,수렁
해칭이,유령
해포리,해파리
잔애비,작은아비
해피,해파리
핸갑잔치,환갑잔치
햄,헤엄
햇간,헛간
햇문,햇무리
햇바람,휘파람
햇집,햇무리
행,향
행건,행전
행기포,행주
행기피,행주
행오리,잠자리
행우지,행동거지
행이,형
행자푸,행주
행주포,행주
행지,행주
행지퍼,행주
행지포,행주
행지푸,행주
행지피,행주
향수벵,향수병
향수벵,향수병
햬기,새꽤기
허깐방,헛방
허꺼다리,허깨비
허꺼리,허기증
허꺼무,허깨비
허껄찡,허기증
허내,험담
허너구,달고기
허들,엄살
허들감,허풍
허러끈,허리띠
허럭,흙
허르끈,허리끈
허머꾸시,수렁
허버꾸시,수렁
허벅구시,수렁
수벵이,잠자리
허북다리,허벅다리
허북지,허벅지
허북치,허벅지
허불,허물
허불지,허벅지
허뿌,헛걸음
허새비꽃,개나리꽃
허세애비,허수아비
허쌔비,허수아비
헛불레,헛벌이
헛불리,헛벌이
허째비,허깨비
허칭이,유령
허트름설거지,허튼수작
허풍벵,허풍병
허풍산,허풍선
허풍시이,허풍선이
헌단,험담
헌딩이,부스럼
헌미,헌데
헛거리기신,걸신
헛거시,허깨비
헛고랑,밭고랑
헛기신,허깨비
헛껙질,헛구역질
헛벌레,헛벌이
헛벌리,헛벌이
헝겁때기,헝겊
헝겁때이,헝겊
헝겁똥가리,헝겊
헝것땡이,헝겊
헝겊대이,헝겊
헝수,형수
헤,회
헤갑,회갑
헤갑잔치,환갑잔치
헤구리바람,회오리바람
헤깔징,허기증
헤남,난간
자무락질,무자맥질
헤때기,혀때기
헤띠기,호드기
헤띠이,호드기
잔오매,작은어머니
헤얌,헤엄
헤양간,외양간
헤오리,잠자리
헤오릿바람,회오리바람
헤움,헤엄
헤이,형
헤임,형님
헤차리,삭정이
헤칭이,도깨비
헤칭이불,도깨비불
헤체이,도깨비
헤추리,회초리
헤치마,수세미
헤치이,도깨비
헤치이불,도깨비불
헤함,헤엄
헤험,헤엄
헥대,혁대
헥띠,혁대
헨밋딩기,등겨
헨반,선반
헷거무,허깨비
헷방울,혓바늘
헹,형
헹수,형수
헹아,형
헹오리,잠자리
헹이,형
헹임,형님
호깨,휘파람
혜리바람,회오리바람
호각바람,회오리바람
호간,뒷간
호과,효과
호굴애비,홀아비
호굴에미,홀어미
황늘님,하느님
호냥년,화냥년
호더락바람,회오리바람
호도,오디
호두레기,회오리바람
호두리바람,회오리바람
호드래기,회오리
호드레기,회오리바람
호디,오디
호띠기,호드기
호락바람,회오리바람
호래이,호랑이
호랭이상어,철갑상어
호로깨,벼훑이
호로놈,호래자식
호리,부리망
호리바람,회오리바람
호리벵,호리병
호망구,호미
호매,호마
호멩이,호미
황달치,동갈치
호무차,혼자
호문차,혼자
호박고,방앗공이
호박깍데이,호박고지
호박돌,돌확
호분자,혼자
호박우거리,호박고지
호박우구리,호박고지
호박우리,호박고지
호박체,호박고지
호박통,돌확
호배기,돌확
호부래기바람,회오리바람
호불차,혼자
호식바람,회오리바람
호야,등
호욕,혹
호장년,화냥년
혹말,목말
혼감,혼숫감
홀개이,솔개
홀개이,올가미
홀갱이,올가미
홀갱이,솔개
홀깨기,올가미
홀깨미,올가미
홀깨비,허깨비
홀깽이,올가미
홀꾸마리,올가미
홀끼,올가미
홀때기바람,회오리바람
홀때이바람,회오리바람
화닥증,갑갑증
홀랭기,올가미
홀랭이,올가미
홀리이,올가미
홀매침,매듭
홀링이,올가미
홀매이,호미
홀맹이,호미
홀짓개,오징어
홀챙이,올챙이
홀치기,올가미
홀칭개,올가미
활대보,횃댓보
홅게,벼훑이
홋개,휘파람
황시비기,황새풀
홍,부리망
홍돌깨,홍두깨
홍압꼿,나리꽃
홍압꼿,백합
홍오리,부리망
홍진소님,천연두
홍진열,열꽃
화릿불,화롯불
홑창,홑청
홑총,홑청
홑충,홑청
홑칭,홑청
화룻불,화롯불
화술잔,사발
작을매,작은어머니
확대,횃대
잔어마이,작은어머니
황새배기,황새풀
황새피이,황새풀
황새핑이,억새
황세,황소
황쏘,황소
홰,회
홰바라기,해바라기
홰야미,새꽤기
회띠기,호드기
잔어매,작은어머니
회오라바람,회오리바람
회오라비,해오라기
회오래비,해오라기
회왜기바람,회오리바람
회우리바람,회오리바람
횟디기,호드기
후께바람,회오리바람
후모래,글피
후모레,그글피
후모리,글피
후수막,벽장
후헤,후회
후지,굽도리
후치,극젱이
훈수,덤
훌깨,벼훑이
훌꾸마리,올가미
훌정새,보습
훌지,보습
훌지쇠,보습
훌찌,극젱이
훌찌,보습
훌찌개,벼훑이
훌찡이,쟁기
훌청줄,굴레
훌체이,극젱이
훌쳉이,극젱이
훌충쌔,보습
훌치,쟁기
훌치기,올가미
훌칭이,극젱이
훌타리,울타리
훙,흉
훙연,흉년
훼악바람,회오리바람
훼차리,회초리
휘파리,해파리
흐륵,흙
흐미딩기,왕겨
흑구디기,흙구덩이
흑박닥,흙바닥
흑벡,흙벽
흑빅,흙벽
흘떵거리,흙덩이
흘바닥,흙바닥
흘벡,흙벽
흘빅,흙벽
흘삥이,흙뭉치
흘칠갑,흙투성이
흙덩거리,흙덩이
흙듬비,흙덩이
흙문티이,흙뭉치
흙뭉티이,흙뭉치
흙뭉팅이,흙뭉치
흠석,벼랑
흥정아치,흥정꾼
흥정쟁이,흥정꾼
흰씬냉이,씀바귀
흰접시,흰자위
흰챙,흰자위
흰히띠푸리,비늘이 작은 밴댕이
히거름,해거름
히귀,휘파람
히끼,휘파람
히나리,희아리
히띠기,호드기
히띠이,호드기
히비구시,수렁
히수,멍청이
히아,형
히오리바람,회오리바람
히초,후춧가루
히파람,휘파람
힉구,학교
힌딩기,왕겨
힌버짐,버짐
힌조시,흰자위
힛바늘,혓바늘
힝,형
힠,흙
자갈질,자갈길
자갈치,재갈
자겍,자격
자구리,딱따구리
자기,제기
자끼새미,펌프
자동침,재봉틀
자드렁,겨드랑
자드렁이,겨드랑이
자락,자루
자래,그저께
자래께,그저께
자레,그끄저께
자레바가치,자루바가지
자로,자루
자루바가치,자루바가지
자루바치,자루바가지
자리게,자리개
자리바가이,자루바가지
자리바강이,자루바가지
자리배기,자루바가지
자버럼,졸음
자볼음,졸음
자부룸,졸음
자붐,졸음
자석,좌석
자숫물,개숫물
자시개,자새
자우레기,쏨뱅이
자잉구,자전거
잔어무이,작은어머니
작은오메,작은어머니
자전구,자전거
자지랑개비,삭정이
자지색,자주색
자쪽,왼쪽
자치기작대이,자치기를 할 때 쓰는 긴 막대기
자치깃대,자치기를 할 때 쓰는 긴 막대기
자터래이,겨드랑이
자트랑이,겨드랑이
자트래기,겨드랑이
자트래이,겨드랑이
자트랭,겨드랑
자트랭이,겨드랑이
자헹,자형
작대이,작대기
작은옴마,작은어머니
작디,작대기
작디이,작대기
작수,바지랑대
작수바리,바지랑대
작은윳,밤윷
작은머슴,곁머슴
작은머심,곁머슴
작은새비,생이
작은윷가치,밤윷
작은아,작은아이
작은아부님,작은아버님
작은이미,작은어미
작은어매,아주머니
작은어무이,작은어머니
작은오매,아주머니
작재기,개비
작지,작대
잔대기,잔디
잔에미,작은어미
잔바구러기,권솔
잔반,선반
잔사리,잔주름
잔석더리,잔살림
잔수,조
잔수밥,조밥
잔수쌀,좁쌀
잔아들,작은아들
잔아배,작은아버지
잔재이,잔챙이
잔지렁이,기장
잔집,작은집
잔차,자전거
잔통,담배통
잘게,자리개
잘개,자리개
잘돌,장도리
잘라래미,원숭이
잘라비,원숭이
잘래미,다람쥐
잘래비,원숭이
잘래비,잠자리
잘리,자루
잘매,작은어머니
잘매,아주머니
잘몬,잘못
잘어매,작은어머니
잠꾸레기,잠꾸러기
잡하전,잡화전
잠덧,잠투정
잠때,키
잠방,잠방이
잠배이,잠방이
잠자,감자
잠자루,잠자리
잠잠,죔죔
잠추이,잠꾸러기
잠취이,잠보
잠치,잠꾸러기
잠치이,잠꾸러기
잠칭이,잠꾸러기
잠투이,잠꾸러기
잠티,잠꾸러기
잠티이,잠꾸러기
잠팅이,잠꾸러기
잣지름,잣기름
잣집,잣즙
장강,정강이
장개밑,중다리
장개비,양재기
장개알,중다리
장국,수제비
장군벌게이,장구벌레
장군벌레,물방개
장군철기,왕잠자리
장군철비,왕잠자리
장기,장구
장뀌,장끼
장독떠꺼리,장독소래기
장독떠껑,장독소래기
장독떠께,장독소래기
장독뚜꺼리,장독소래기
장독뚜껭,장독소래기
장독뚜베이,장독소래기
장독띠빙이,장독소래기
장록,자리공
장둑간,장독간
장딸,수탉
장매,장마
장뜨껭,장독소래기

장미,깃
장밀,호밀
장바구리,장바구니
장반,쟁반
장배,고삐
장사,장수
장사털기,왕잠자리
장시꾼,장사꾼
장시미,등
장싯집,장삿집
장싱,장승
장싱이,장승
장아지,장아찌
장아찡이,장아찌
장아치,장아찌
장작무디기,장작가리
장작숱,뜬숯
장제이,정강이
장지,장리
장지손가락,가운뎃손가락
장탁,장닭
장툭바리,뚝배기
잩,곁
재,자
재갈,자갈
재까치,젓가락
재까락,젓가락
재꾸리,지게꼬리
재래종무시,조선무
재먼당,잿마루
재멀랑,잿마루
재벌,두벌
재벤,재변
재불,두벌
재앗집,기와집
재와,기와
재작,손짭손
재잔거,자전거
재장개비,삭정이
재종,보식
재주구,재롱
재쪽,자
재찜,재
재차기,재채기
재착,재채기
재책질,재채기
재첩,다슬기
재치,재채기
재치기,자치기
재치띠,재취
재후멩년,명후년
재통,담배통
재트랑,겨드랑이
잭살,작설
잭살나무,차나무
잭살차,작설차
잰,장인
잰나비,원숭이
가실내,가으내
잿개미,기왓개미
잿당그래,잿고무래
쟁기쎄,볏
쟁기이빨,보습
쟁깃세,보습
쟁피,창포
저끔내기,겨끔내기
저끔내이,겨끔내기
저까시,젓가락
저넉밥,저녁밥
저너,저녁
저녁거름,해거름
저닉,저녁
저닉밥,저녁밥
저드라이,겨드랑이
저뜨랑,겨드랑
저뜨랑이,겨드랑이
저마이,저만큼
저모레고페,그글피
저범,젓가락
저분,저번
저섬,점심
저슬,겨울
저실내,겨우내
저얼,겨울
저역,저녁
저울날,겨울날
저울철,겨울철
저욹,겨울
저인밥,저녁밥
저임때,점심때
저재,저자
저저후년,내후년
저트락,겨드랑
저트랑,겨드랑
저트랑밑,겨드랑이
저트랑이,겨드랑이
적아부지,아이아버지
적샘,적삼
적시,석쇠
적아배,아이아버지
적은애비,작은아버지
적은어매,작은어머니
적틀,석쇠
전국,진국
전내이,전내기
전단,볏단
전동발이,절름발이
전둥다리,절름발이
전딜심,견딜힘
전반,선반
전붓대나무,전나무
전뿍,전복
전소두방,전철
전아리,그끄저께
전저리,전자리상어
전중,징역
젇사돈,곁사돈
절구래이,조롱박
소방석,쇠덕석
소몽에,멍에
소무시이,은하수
소무싱이,은하수
소밑거름,쇠두엄
소바알,솔방울
