dialect,standard
펭자치다,가부좌하다
포깍거리다,딸꾹거리다
푸무다,품다
풋구묵다,호미씻이하다
풋다,피우다
하장하다,화장하다
할딱벗다,발가벗다
합겍하다,합격하다
해겔하다,해결하다
해꼬지하다,해코지하다
허떡거리다,수군거리다
허치다,흩어지게 하다
허치다,뿌리다
허키다,긁히다
헌단하다,헐뜯다
헌트르다,헝클다
헛벌레하다,헛벌이하다
헛벌리하다,헛벌이하다
헤지다,헤적이다
헛뿔리하다,낭비하다
헝정하다,흥정하다
헤아다,헹구다
헤우다,헹구다
헷뿔리하다,낭비하다
헹가다,헹구다
헹그다,헹구다
호구다,휘다
호굴하다,혹하다
혹히다,홀리다
홀기다,호리다
홀끼다,홀치다
홀기다,흘기다
홀끼다,홀리다
홀꾸다,호리다
홀매치다,홀맺다
홀키다,홀리다
홀키다,긁히다
홀키다,흘기다
홅다,핥다
홅아묵다,핥아먹다
홍가매다,호다
홑치매다,처매다
화다,호다
후차다,내쫓다
후까내다,쫓아내다
후두까내다,쫓아내다
후두차내다,쫓아내다
후둑다,쫓다
후디끼다,도망치다
후헤데다,후회되다
후헤하다,후회하다
후지다,후비다
후추다,쫓다
훌기다,쫓아내다
훌기다,훔치다
훌띠가다,휘몰아서 빨리 뛰어가다
휘지다,후비다
훌치다,훔치다
훌키다,훑이다
훑기다,훑이다
훗날리다,휘날리다
휘다,후비다
훛아내다,쫓아내다
훝이다,흩이다
흐트다,흩다
휭구다,헹구다
흐지끼다,흩다
흐츠다,흩다
흘기보다,흘겨보다
흟다,훑다
흩다,뿌리다
히덕거리다,시시덕거리다
히비다,후비다
히시놓다,널어놓다
히지다,후비다
장개딜이다,장가들이다
힝가다,헹구다
힝기다,헹구다
자겁하다,잘겁하다
자그르다,간질이다
자리다,닿다
자리다,자르다
자리다,지리다
자리다,해결되다
자먹다,잡아먹다
자부롭다,졸리다
자불리다,졸리다
자빠라지다,자빠지다
자빨트리다,자빠뜨리다
자아매다,잡아매다
자우뚱기리다,갸우뚱거리다
잔조로다,몸조리하다
잔조리하다,몸조리하다
잘기다,지리다
잘르다,자르다
잘리가다,닿다
잘몬하다,잘못하다
잠가다,잠그다
잠꾸다,잠그다
잡아무꾸다,잡아매다
잡아뭉꾸다,잡아매다
잡지다,잡죄다
잣다,결함이나 잘못을 들추어내다
장개딜다,장가들다
잦키다,잦히다
재글거리다,자금거리다
재글기리다,자금거리다
재다,가리다
재불기리다,재잘거리다
재새하다,벽에 흙을 바르다
재우뚱하다,갸우뚱하다
재작지다,손짭손하다
재지다,잦히다
재짝하다,으스대다
잽히다,잡히다
저라다,저러다
저블다,졸다
적수다,적시다
전자다,가리키다
전주다,가리키다
전주다,견주다
소카다,솎다
소쿠다,솎다
속후다,속이다
손목대기,손모가지
솟우다,솟구다
수구리다,수그리다
수네벨리다,벼리다
수잉키다,숨기다
수죽다,기죽다
시피보다,쉬이보다
시피하다,흥미가 없다
숨꾸다,숨기다
숨카다,숨기다
숨키다,숨기다
숭보다,흉보다
숭쿠다,심다
쉐다,쇠다
기빌하다,기별하다
쉬카다,식히다
쉬씰다,쉬슬다
기빠지다,귀빠지다
스다,쓰다
스리다,쉬다
스츠다,훔치다
시깨리다,쉬슬다
시껍묵다,혼나다
시끼다,시키다
시다,쉬다
시다,쇠다
시다,시키다
시덕거리다,시시덕거리다
시러바지다,실답지 못하여지다
시부리다,시부렁거리다
시부적하다,흐지부지하다
시슬다,쉬슬다
시알리다,헤아리다
시우다,씌우다
시작다,시작하다
시이다,쇠다
시츠다,시치다
시츰뜨다,시침하다
시츰하다,시침하다
시카다,식히다
시컵하다,식겁하다
시쿠다,식히다
시푸보다,시뻐하다
시피다,시키다
괴피다,괴다
굉기다,곰기다
구덩기리다,구두덜거리다
구둥기리다,구두덜거리다
구딜기리다,구두덜거리다
굼가다,굶기다
굼불다,구르다
구싱기리다,구시렁거리다
구벨하다,구별하다
구불다,구르다
구불라댕기다,굴러다니다
구불리다,구르다
구불아다니다,굴러다니다
구불어지다,넘어지다
구성기리다,구시렁거리다
구실라내다,구슬려내다
구숭거리다,구시렁거리다
구숭기리다,구시렁거리다
구정기리다,휘정거리다
구중기리다,구두덜거리다
구중키리다,휘정거리다
구투하다,구토하다
군지렁기리다,구시렁거리다
군지렁대다,구시렁대다
굴리다,구르다
굼부리다,굴러다니다
기국하다,귀국하다
궁굴어댕기다,굴러다니다
궁굴티다,굴리다
궁글다,구르다
귀다,뀌다
기리다,그리다
그러묵다,그러먹다
그러옇다,그러넣다
그치다,훔치다
그키다,긁히다
근치다,그치다
근질다,긁다
긁어묵다,긁어먹다
긍글다,긁다
기가하다,귀가하다
기가하다,귀가하다
기념하다,푸념하다
기담아듣다,귀담아듣다
기더리씰다,쉬슬다
기동냥하다,귀동냥하다
기띰하다,귀띔하다
기라다,기르다
기뤃다,기르다
기밖에듣다,귀넘어듣다
기불어지다,기울어지다
기불하다,기별하다
감지르다,고함지르다
기순하다,귀순하다
기슴매다,김매다
기양하다,귀향하다
기아내다,뱉다
기아다,게우다
가로하다,과로하다
기양살이하다,귀양살이하다
기여기듣다,귀여겨듣다
기엽아하다,귀여워하다
기오르다,기어오르다
기우다,게우다
기직이다,기죽이다
기집질하다,계집질하다
기천하다,귀천하다
기천하다,귀천하다
가가다,가져가다
가누다,겨누다
가대평가하다,과대평가하다
가두다,앉히다
가뒤다,갇히다
가라다,가리다
가라빼다,빼닮다
가이눌리다,가위눌리다
가로닙히다,가로눕히다
가로맥히다,가로막히다
가루다,가리다
가르내다,발라내다
가리내다,가려내다
가리내다,발라내다
가리치다,가르치다
간계되다,관계되다
가리하다,엇셈하다
간계하다,관계하다
가무다,가물다
가무타다,뿌리다
가무타다,삐다
가물시다,까무러치다
가사다,다듬다
가새질하다,가위질하다
가즈오다,가져오다
가실거두다,가을하다
가씬하다,자칫하다
가씬하다,갈씬하다
가을걷아들이다,가을하다
가음하다,과음하다
가이오다,가져오다
겜용데다,겸용되다
가지오다,가져오다
겜용하다,겸용하다
가찬하다,과찬하다
가피다,고이다
가피다,괴다
간그라다,간질이다
간람하다,관람하다
간련되다,관련되다
간련하다,관련하다
간리되다,관리되다
간리하다,관리하다
간오하다,간호하다
간절이다,절이다
간젤이다,절이다
간종키리다,간종그리다
간지레기다,간질이다
간질다,간질이다
간차다,감추다
갈기쓰다,갈겨쓰다
갈롱지기다,멋을 부리다
갈롱지기다,재롱부리다
갈롱지이다,멋을 부리다
갈롱지이다,재롱부리다
갈리내다,가려내다
갈리다,치이다
갈바싸우다,가루다
갈세하다,괄시하다
갈차다,가르치다
갈차다,가리키다
갈차주다,가르치다
갈해들이다,가을하다
갋다,가루다
감다,가루다
감질하다,고함질하다
감차다,감추다
감치다,고함치다
강나다,광나다
강내다,광내다
개겁아지다,가벼워지다
개라내다,가려내다
개라내다,발라내다
개라다,가리다
개라차다,가르치다
개루다,가리다
개루다,가리다
개리내다,가려내다
개리내다,발라내다
개리다,가리다
개리다,가리다
개리다,쌓다
개리치다,가르치다
개리치다,가리키다
개비다,개다
개우하다,깨닫다
개이다,벗겨지다
갤리내다,가려내다
갤리내다,발라내다
갤마다,가르치다
갤주다,가르치다
갤차다,가리키다
갤차주다,가르치다
갤차주다,가리키다
갤카다,가르치다
갤추다,가르치다
갤추다,가리키다
갤치다,가르치다
갤치다,가리키다
갤카다,가리키다
갤카주다,가르치다
갤쿠다,가리키다
갤키다,가리키다
거걸치다,방해되다
거다딜이다,거둬들이다
거들치다,걷어붙이다
거머닥치다,거머들이다
거머모우다,그러모으다
거머모으다,그러모으다
거머지다,거머쥐다
거묵다,거머먹다
거슬치다,거슬리다
거시리다,거스르다
거치다,그슬리다
거이채다,거니채다
거저묵다,거저먹다
거지다,걷다
거치하다,거처하다
건네다,옮다
건네보다,건너보다
건니가다,건너가다
건니다,건너다
건니보다,건너보다
건니오다,건너오다
건니주다,건네주다
건니짚다,건너짚다
건디가다,건너다
건디다,건너다
건디리다,건드리다
건딜리다,건들리다
건잡다,걷잡다
건하다,권하다
걸거치다,거치적거리다
걸루다,걸우다
걸차주다,가르치다
걸치다,앉히다
걸치다,방해되다
걸치앉다,걸터앉다
걸키다,걷게하다
걸타딜이다,걸터들이다
검지다,거머쥐다
겁묵다,겁먹다
겅갈지이다,달려들다
겅갈지이다,욕심내다
겉애지다,같아지다
게내다,뱉다
게다,괴다
게럽아하다,괴로워하다
게럽히다,괴롭히다
게르치다,가르치다
게리다,고르다
게비다,괴다
게살부리다,엄살떨다
게시레하다,고수레하다
게어내다,게우다
게역질하다,구역질하다
게욱질하다,구역질하다
게이다,괴다
겍하다,격하다
겐디다,견디다
겔겔거리다,골골거리다
겔겔대다,골골대다
겔라내다,골라내다
겔심하다,결심하다
겔석하다,결석하다
겔추다,가르치다
겡기다,곰기다
겡매하다,경매하다
겡매하다,경매하다
겡작하다,경작하다
겡질되다,경질되다
겡질하다,경질하다
견주다,겨누다
고다,괴다
고라내다,골라내다
고라내다,발라내다
고롬지기다,억지를부리다
고오다,괴다
고차다,바루다
고추다,바루다
고치다,괴다
고치다,괴다
곤하다,권하다
골라다,고르다
골라듣다,가려듣다
골로잡다,골라잡다
골루다,고르다
골류다,골리다
골류다,고르다
골빙들다,골병들다
공당기리다,구두덜거리다
공딜이다,공들이다
공묵다,공먹다
야타다,야수다
얏보다,엿보다
양반다리하다,책상다리로앉다
양반치다,가부좌하다
양지치다,양치하다
얖아지다,얕아지다
얕비다,얕보이다
어거적어거적하다,어기적어기적하다
어거정거리다,어기적거리다
어거정대다,어기적대다
어거정어거정하다,어기적어기적하다
어개지다,어그러지다
어거적거리다,어기적거리다
어거적대다,어기적대다
어그라지다,어그러지다
어글트리다,어그러트리다
어글티리다,어그러트리다
어라다,얼다
어룸하다,어름어름하다
어름하다,어름어름하다
어불라다,흘레하다
어불리다,어울리다
어질르다,어지르다
어쩌지다,엎어지다
억발나다,엄발나다
억살지다,고집부리다
억질러지다,엎질러지다
억지르다,엎지르다
억질다,엎지르다
언때다,문지르다
언차다,얹다
얹히다,앉히다
얹히살다,얹혀살다
얼가다,얼리다
얼개다,으깨다
얼넘구다,얼넘기다
얼리다보다,올려다보다
얼리보다,올려다보다
얼부머리다,얼버무리다
얼익다,설익다
얼익후다,설익히다
얼죽다,설죽다
얼직이다,설죽이다
엄살지기다,엄살떨다
엄서지다,없어지다
업쓸리다,어울리다
업산여기다,업신여기다
업시여기다,업신여기다
업치다,합치다
엉개다,무너뜨리다
엉개지다,무너지다
엉그러지다,어그러지다
엉대다,문대다
엉때다,문지르다
엎쓸리다,휩쓸리다
엉퉁지기다,심술부리다
엎쓸다,휩쓸다
엎우지다,엎어지다
엎지다,엎지르다
엎질다,엎지르다
에골나다,골나다
에댕기다,맞닥뜨리다
에럽아하다,어려워하다
에리다,모자라다
에불나다,성나다
에뻐리다,버리다
에아다,외우다
에야다,없애다
에야다,외다
에이다,이다
엥기다,옮기다
엥기붙다,옮겨붙다
엥조기리다,종알거리다
여물쿠다,익게하다
여이다,여기다
영따,엮다
딧설거지하다,뒷설거지하다
예우다,여의다
오고라들다,오그라들다
오고라지다,오그라지다
오고리다,오그리다
오골씨다,오그리다
오구리다,오그리다
딧소리하다,뒷소리하다
도배기질하다,되질하다
도삽지이다,도섭부리다
도아주다,도와주다
도치질하다,도끼질하다
따운되다,다운되다
따운하다,다운하다
돈사다,돈을마련하다
돈타작하다,돈지랄하다
돋구다,돋우다
돋다,듣다
돋비이다,돋보이다
돌가먹다,속이다
돌류다,돌리다
돌류다,한패에끼지못하다
돌리놓다,돌려놓다
돌리대다,돈을대다
돌리묵다,돌려먹다
돌리받다,돌려받다
돌리보내다,돌려보내다
돌리세우다,돌려세우다
돌리스다,돌려쓰다
돌리주다,돌려주다
돌메이질하다,돌멩이질하다
돌아비이다,지난일이생각나다
돌아대이다,돌아다니다
돌아댄기다,돌아다니다
돌이다,돌리다
돔부다,훔치다
동개지다,포개지다
동구라지다,동그래지다
땡때이치다,땡땡이치다
디처리하다,뒤처리하다
디처지다,뒤처지다
동치다,동이다
동치매다,동여매다
딧공론하다,뒷공론하다
두근반세근반하다,두근두근하다
딧멘도하다,뒷면도하다
딧받침데다,뒷받침되다
됭이다,동이다
딧받침하다,뒷받침하다
디뚱디뚱하다,뒤뚱뒤뚱하다
딧발질하다,뒷발질하다
두두다,두어두다
두런기리다,두런거리다
두분죽음하다,두번죽다
두불논매기하다,논을두번째매다
두불매기하다,두번매다
두불일하다,다시일하다
두이비다,뒤지다
디뚱하다,뒤뚱하다
둘리다,둥글게뿌리다
둘러시다,둘러쓰다
둘러앉추다,둘러앉히다
둘루싸다,둘러싸다
둥구레지다,둥그레지다
딧손질하다,뒷손질하다
딧손질하다,마무리하다
둥글다,뒹굴다
딧수발하다,뒷수발하다
둥치매다,동여매다
뒈다,되다
뒝이다,동이다
뒤디다,밟다
뒤비다,뒤지다
뒤비씨다,뒤집다
딧수습하다,뒷수습하다
뒤지다,뒈지다
드다보다,들여다보다
드러닙히다,드러눕히다
딧짐질하다,뒷짐질하다
드부다,뒤집다
득다,데리다
득신기리다,득실거리다
득신득신하다,득실득실하다
들고일나다,들고일어나다
들고티다,들고튀다
들끼다,들치다
들나다,드러나다
들내다,들어내다
들눕다,드러눕다
들눗다,드러눕다
들류다,들이다
들리오다,들려오다
들리주다,들려주다
들미다,들먹이다
들믹이다,들먹이다
따그닥따그닥하다,딸그락딸그락하다
들받아보다,들여다보다
들석들석하다,들썩들썩하다
들석이다,들썩이다
들석하다,들썩하다
들뽀꾸다,들볶다
들석거리다,들썩거리다
들시다,들이키다
들시다,들치다
들시앉다,들어앉다
들앉추다,들어앉히다
들어묵다,들어먹다
들어백히다,들어박히다
들어앉추다,들어앉히다
들이가다,들여가다
들이놓다,들여놓다
들이백히다,들이박히다
들이앉히다,들여앉히다
들짱나다,들판이나다
들차내다,들추어내다
등말치다,목물하다
등끌개,등긁이
등말하다,목물하다
등물치다,목물하다
듵다,훑다
디다,되다
디다바앉다,들어앉다
디다보다,들여다보다
디덮이다,뒤덮이다
디돌아보다,뒤돌아보다
디돌아서다,뒤돌아서다
디따라가다,뒤따라가다
디따라오다,뒤따라오다
디따르다,뒤따르다
디뚱거리다,뒤뚱거리다
디뚱대다,뒤뚱대다
디럭거리다,뒤룩거리다
디럭거리다,뒤룩거리다
디로하다,뒤로하다
디루다,곡식에서티끌을날리다
딧걸음하다,뒷걸음하다
디바끼다,뒤바뀌다
디발따,뒤밟다
디밟히다,뒤밟히다
디범벅데다,뒤범벅되다
디비시다,뒤집어쓰다
디비시엎다,뒤집어엎다
디비시우다,뒤집어씌우다
디비씨다,뒤집다
디비지다,뒈지다
디비티리다,뒤집다
디서꾸다,뒤섞다
디섞이다,뒤섞이다
디아다보다,들여다보다
디엉키다,뒤엉키다
디엎다,뒤엎다
디엎어지다,뒤엎이다
디자다,뒤지다
디적거리다,뒤적거리다
디적디적하다,뒤적뒤적하다
디적이다,뒤적이다
디제끼다,뒤젖히다
디죽박죽데다,뒤죽박죽되다
디지내다,뒤져내다
디지다,뒈지다
디지다,뒤지다
디직이다,뒤적이다
디집다,뒤집다
디집어시다,뒤집어쓰다
디집어시우다,뒤집어씌우다
디쫓기다,뒤쫓기다
디척거리다,뒤척거리다
디척디척하다,뒤척뒤척하다
디척이다,뒤척이다
디치다꺼리하다,뒤치다꺼리하다
디틀리다,뒤틀리다
디통시치다,뒤통수치다
디틀어지다,뒤틀어지다
디헝클다,뒤헝클다
디흔들리다,뒤흔들리다
딜루다,들이다
딜놓다,들여가다
딜이가다,들여가다
딜이갈기다,들이갈기다
딜이다보다,들여다보다
딜이닥치다,들이닥치다
딜이대다,들이대다
딜이대다,들이대다
딜이밀다,들이밀다
딜이밀다,들이밀다
딜이박다,들이박다
딜이받다,들이받다
딜이보내다,들여보내다
딜이보다,들여다보다
딜이붓다,들이붓다
딜이붓다,들이붓다
딧갈이하다,뒷갈이하다
딧감당하다,뒷감당하다
딧거래데다,뒷거래되다
딧거래하다,뒷거래하다
딧거름하다,뒷거름하다
딧걱정하다,뒷걱정하다
딧걸음질하다,뒷걸음질하다
딧걸음치다,뒷걸음치다
딧말하다,뒷말하다
딧물질하다,뒷물하다
딧물하다,뒷물하다
딧바라지하다,뒷바라지하다
딧정리하다,뒷정리하다
딧조사하다,뒷조사하다
딧지께질하다,뒷짐질하다
딩굴딩굴하다,뒹굴뒹굴하다
딩이다,동이다
따그닥거리다,딸그락거리다
따다,가르다
따롱하다,달리다
따라붓다,비가세차게퍼붓다
따라붙이다,따라붙다
따라잽히다,따라잡히다
따딤이질하다,다듬이질하다
내리꽁치다,내리꽂다
따라내다,앞지르다
따라댕기다,따라다니다
따라묵다,앞지르다
따루다,따르다
따루다,퍼붓다
따루다,따르다
따리내다,따로내다
따부일하다,쟁기질하다
따사다,데우다
따수다,데우다
따지다,다지다
딱떨어지다,똑떨어지다
딲이다,닦이다
딲이다,닦이다
딲아대다,닦아대다
딲아묵다,그릇따위에담긴음식을남김없이다먹다
딲아묵다,횡령하다
딲아세우다,닦아세우다
딲아옇다,처넣다
딲아패다,내리패다
딸각거리다,딸꾹거리다
딸각대다,딸꾹대다
딸다,따르다
딸막거리다,주저주저하다
딸막딸막하다,주저하다
딸막딸막하다,주저주저하다
딸사내다,들추어내다
딿다,따르다
딿다,따르다
때기따묵기하다,딱지치기하다
때기장치다,패대기치다
때기질하다,태질하다
때기치기하다,딱지치기하다
때끼다,대끼다
때끼다,대끼다
때때거리다,땍땍거리다
때이잡다,땡잡다
때리닙히다,때려눕히다
때리잡다,때려잡다
때이하다,땡잡다
땡기다,땅기다
땡기스다,당겨쓰다
땡기씨다,당겨쓰다
땡기앉다,다가앉다
땡기오다,다가오다
떠댕기다,떠다니다
떠내리가다,떠내려가다
떠넘구다,떠넘기다
떠덩굴시다,떠들추다
떠돌아댕기다,떠돌아다니다
떠둥구치다,떠둥그뜨리다
떠들석거리다,떠들썩거리다
떠들석대다,떠들썩대다
떠들석하다,떠들썩하다
떠들시다,떠들추다
똘래거리다,두리번거리다
떠맽기다,떠맡기다
떠묵다,떠먹다
떠믹이다,떠먹이다
떠부리하다,투레하다
떠사다,데우다
떤지두다,던져두다
떨비다,뚫다
떨아내다,떨어뜨리다
떨어묵다,털어먹다
떨우다,떨어뜨리다
떨지다,떨어지다
떨피다,뚫리다
떫히다,뚫리다
떯다,뚫다
떼묵다,떼어먹다
뗑가묵다,떼어먹다
똥가리다,자르다
똥구리다,자르다
똥그라지다,똥그래지다
뚜다,두다
뚜이다,튀기다
뚜디리다,땅을 반반하게 고르다
뜯어곤치다,뜯어고치다
뚤따,뚫다
뚤레뚤레하다,둘레둘레하다
뚬다,구두질하다
뚱구러지다,뚱그레지다
뚱치다,훔치다
뛰우다,띄우다
뜨겁아지다,뜨거워지다
뜨나다,꿰매다
뜨매다,꿰매다
뜨사다,데우다
뜨수다,데우다
띠오리다,뛰어오르다
띠이다,떼이다
띠나가다,뛰어나가다
띠나오다,뛰어나오다
띠내리다,뛰어내리다
띠놀다,뛰어놀다
띠다,떼다
띠드리다,뚜드리다
띠띠거리다,뛰뛰거리다
띠띠대다,뛰뛰대다
띠오다,뛰어오다
띠오르다,뛰어오르다
띠적거리다,티적거리다
띠적거리다,끼적거리다
띠적거리다,뒤적거리다
띠적대다,끼적대다
띠적대다,뒤적대다
띠적띠적하다,끼적끼적하다
띠적띠적하다,뒤적뒤적하다
띠적이다,끼적이다
띠적이다,뒤적이다
띠적질하다,뒤적질하다
띠주다,뒤지다
띠치나가다,뛰쳐나가다
띠치나오다,뛰쳐나오다
띧기다,뜯기다
띧기다,뜯기다
띨띨거리다,툴툴거리다
띰띠다,뜀뛰다
띵가묵다,떼어먹다
띵구다,떼다
띵구다,튕기다
배꾸다,바뀌다
배뀌다,바뀌다
배끼다,바뀌다
배부루다,배부르다
배밭다,뱉다
백기다,찍다
백이다,박이다
버둠다,보듬다
버가다,겨루다
버구다,겨루다
버구다,버티다
버릇데다,버릇되다
버리묵다,빌어먹다
내리놓다,내려놓다
버투다,겨루다
벅석기리다,벅신거리다
벅석기리다,벅적거리다
요랑하다,요량하다
벅식기리다,벅적거리다
벌거지다,벌게지다
벌룸거리다,벌름거리다
벌룸벌룸하다,벌름벌름하다
벌리다,벌이다
벌스다,벌쓰다
벌시다,벌리다
벌시우다,벌씌우다
법살넘다,머리를바닥에대고뒤로넘다
벗거지다,벗어지다
보간하다,보관하다
베라다,벼르다
베라다,벼리다
베루다,벼리다
베르다,벼리다
베리다,벼르다
베리다,벼리다
벤상하다,변상하다
벤아하다,변화하다
벤오하다,변호하다
벤하다,변하다
벨거하다,별거하다
벨세하다,별세하다
벨소리하다,별소리하다
벱다,뵙다
벳기지다,벗겨지다
벵걸리다,병들다
벵문안하다,병문안하다
벵정놀이하다,병정놀이하다
벵치리하다,병치레하다
보간데다,보관되다
보골거리다,보글거리다
보골대다,보글대다
보골보골하다,보글보글하다
보굴나다,골나다
보굴묵다,부아가 돋다
보굴믹이다,부아를 돋우다
보꾸다,볶이다
보돔기다,안기다
보돔다,보듬다
보돔키다,안기다
보둠기다,안기다
보둠다,보듬다
보듬기다,안기다
보듬키다,안기다
보라다,바르다
보르다,바르다
보리다,바르다
보리다,바르다
보리다,발라내다
볼가지다,버릇이없고되바라지다
보수다,빻다
보야지다,보얘지다
보티리다,내트리다
본동만동하다,본체만체하다
본치만치하다,본체만체하다
볼가내다,발라내다
볼가다,발리다
볼가묵다,발라먹다
볼구다,바르다
볼라다,바르다
볼르다,바르다
볼부다,밟다
볼브다,밟다
볿다,밟다
볿다,찧다
볿히다,밟히다
봇다,붓다
봍다,밭다
부굴거리다,부글거리다
부굴대다,부글대다
부끄럽아하다,부끄러워하다
부루다,부리다
부다,붓다
부둘쿠다,부추기다
부루다,부르다
부루다,부풀리다
부리씨다,부릅뜨다
부리키다,부르트다
부시대다,부스대다
부여지다,부예지다
부오르다,부어오르다
부치다,심다
부터지다,부어터지다
부티리다,팽개치다
부풀우다,부풀리다
오두다,오므리다
오리다,옮다
오마다,오므리다
오무다,오므리다
올리다보다,올려다보다
옷걸리다,엇갈리다
옹고리다,옹그리다
옹구리다,옹그리다
왈기다,후리다
외아다,외다
요꾸라다,겨냥하다
꽁묵다,공먹다
욕비다,욕보이다
용심지기다,용심부리다
우굴기리다,우글거리다
우굴추다,우그러뜨리다
우다다,싸고돌다
우라다,우리다
우사하다,우세하다
우찌하다,어찌하다
울가묵다,우려먹다
울러댕기다,어울려 돌아다니다
울러메다,둘러메다
웃비들다,웃비걷다
웅치다,뭉치다
위아다,외다
유굴유굴하다,이글이글하다
유시하다,유세를 부리다
융굴융굴하다,이글이글하다
으르다,읊다
으지리다,어지르다
으푸다,읊다
을그다,읊다
을크다,읊다
읊이다,읊다
음세다,없애다
음시다,없애다
응개다,으깨다
이개다,뭉개다
이기다,여기다
이까다,잇다
이꾸다,잇다
이끼다,웃기다
이다,일다
이라다,이러다
이르다,읽다
이사다,잇다
이숫다,잇다
이시다,잇다
이으다,잇다
이즈라지다,이지러지다
이지다,얼굴이피다
이지삐다,잊어버리다
이지삐리다,잊어버리다
익후다,익히다
일러쿠다,아뢰다
잇기다,웃기다
일바시다,일으키다
일바씨다,일으키다
일바추다,일으키다
일바키다,일으키다
보르다,바르다
보리다,바르다
보리다,발라내다
볼가지다,버릇이없고되바라지다
보수다,빻다
보야지다,보얘지다
보티리다,내트리다
본동만동하다,본체만체하다
본치만치하다,본체만체하다
볼가내다,발라내다
볼가다,발리다
볼가묵다,발라먹다
볼구다,바르다
볼라다,바르다
볼르다,바르다
볼부다,밟다
볼브다,밟다
볿다,밟다
볿다,찧다
볿히다,밟히다
봇다,붓다
봍다,밭다
부굴거리다,부글거리다
부굴대다,부글대다
부끄럽아하다,부끄러워하다
부루다,부리다
부다,붓다
부둘쿠다,부추기다
부루다,부르다
부루다,부풀리다
부리씨다,부릅뜨다
부리키다,부르트다
부시대다,부스대다
부여지다,부예지다
부오르다,부어오르다
부치다,심다
부터지다,부어터지다
부티리다,팽개치다
부풀우다,부풀리다
오두다,오므리다
오리다,옮다
오마다,오므리다
오무다,오므리다
올리다보다,올려다보다
옷걸리다,엇갈리다
옹고리다,옹그리다
옹구리다,옹그리다
왈기다,후리다
외아다,외다
요꾸라다,겨냥하다
꽁묵다,공먹다
욕비다,욕보이다
용심지기다,용심부리다
우굴기리다,우글거리다
우굴추다,우그러뜨리다
우다다,싸고돌다
우라다,우리다
우사하다,우세하다
우찌하다,어찌하다
울가묵다,우려먹다
울러댕기다,어울려돌아다니다
울러메다,둘러메다
웃비들다,웃비걷다
웅치다,뭉치다
위아다,외다
유굴유굴하다,이글이글하다
유시하다,유세를부리다
융굴융굴하다,이글이글하다
으르다,읊다
으지리다,어지르다
으푸다,읊다
을그다,읊다
을크다,읊다
읊이다,읊다
음세다,없애다
음시다,없애다
응개다,으깨다
이개다,뭉개다
이기다,여기다
이까다,잇다
이꾸다,잇다
이끼다,웃기다
이다,일다
이라다,이러다
이르다,읽다
이사다,잇다
이숫다,잇다
이시다,잇다
이으다,잇다
이즈라지다,이지러지다
이지다,얼굴이피다
이지삐다,잊어버리다
이지삐리다,잊어버리다
익후다,익히다
일러쿠다,아뢰다
잇기다,웃기다
일바시다,일으키다
일바씨다,일으키다
일바추다,일으키다
일바키다,일으키다
일배끼다,일으키다
일배키다,일으키다
일뿌리다,잃어버리다
읽다,잃다
잃아뿌다,잃어버리다
잃어뿌다,잃어버리다
잃어삐리다,잃어버리다
잇다,웃다
잊아삐다,잊어버리다
잊이비다,잊어버리다
잊이비리다,잊어버리다
잊이삐다,잊어버리다
잊이삐리다,잊어버리다
기향하다,귀향하다
긴디다,견디다
긴피채다,낌새채다
길딜이다,길들이다
길라다,기르다
길리다,기르다
길르다,기르다
김기다,굶기다
껠러빠지다,게을러빠지다
깃속말하다,귓속말하다
꼬꾸라다,휘다
까끄다,깎다
꼬라물다,꼬나물다
까덜까덜하다,가닥가닥하다
까디비다,까뒤집다
까디비시다,까뒤집다
까라앉다,가라앉다
까리다,자르다
까리다,까다
까리다,까다
까마지다,까매지다
까문태다,까뭉개다
까물티다,까뭉개다
까바지다,줄어지다
까바지다,까부라지다
까발시다,까발리다
까부리다,까불다
까부리다,까부르다
까불다,기울다
까빡하다,깜빡하다
까이다,까지다
까이다,꼬이다
꿀리다,구르다
깔롱지기다,재롱부리다
깔롱지이다,멋을 부리다
깔롱지이다,재롱부리다
깎아내루다,깎아내리다
깜기다,감기다
깔기다,자르다
깔기다,갈기다
깜다,감다
깔뚝거리다,딸꾹거리다
깔뚝대다,딸꾹대다
깔롱지기다,멋을 부리다
깔리다,자르다
깔아문태다,깔아뭉개다
깔지뜯다,세게 쥐어뜯다
깔키다,할퀴다
깕다,갉다
깕아묵다,갉아먹다
깕작거리다,갉작거리다
깕작깕작하다,갉작갉작하다
깕작대다,갉작대다
깕작이다,갉작이다
깜짹이다,깜짝이다
깝치다,재촉하다
깡새보다,강샘하다
깨금뛰다,앙감질하다
깨금띠다,앙감질하다
깨금쫒다,앙감질하다
깨금쫓다,앙감질하다
깨나다,개다
깨이질하다,괭이질하다
깨리다,슬다
깨리다,까다
깨문태다,까뭉개다
깨배다,깨우다
깨빼다,점치다
깨씹다,되씹다
깪이다,까지다
꺼댕기다,꺼당기다
꺼꾸러넘기다,꺼꾸러뜨리다
꺼내루다,꺼내리다
꺼땡기다,꺼당기다
꺼러매다,꿰매다
꺼머묵다,거머먹다
꺼입다,껴입다
꺼적이다,끼적이다
꺼적이다,끼적이다
꺼주다,꺼뜨리다
껀지다,건지다
껄구티다,거꾸러트리다
껄떡거리다,딸꾹거리다
껄떡대다,딸꾹대다
껌구다,검기다
