dialect,standard
살개,살구
살개이,살강
살갱이,살강
살게기,살코기
살구돌,자갈
살구놀이,공기놀이
살구받기,공기놀이
살구지,소라
살굿돌,공깃돌
살귀,살
살림살이,소꿉질
살길,살결
살꼬기,살코기
살낑이,살기
살내물,살여울
살데배기,쌀되
살따리,삭정이
살래,그네
살레물,여울
살소구리,소쿠리
살작문,사립문
살찌,살쾡이
살찐,살쾡이
살캐이,살쾡이
살컬,살결
살코,사레
살키,살성
살키,고양이
살키,살
삼구덕,삼굿
삼노줄,삼줄
삼놋줄,삼줄
삼시울,쌍꺼풀
삼띠미,바구니
삼띠미,삼태기
삼바리,쇠스랑
삼박구,사마귀
삼베잠배이,잠방이
삼베잠뱅이,잠방이
삼새끼,삼줄
삼새미,아지랑이
삼지꾸,삼노
삼태미,삼태기
삼티기,삼태기
삽새미,가자미
삽자리,돗자리
삽작구레,대문
삽짝걸,사립문이있는곳
삽째기,사립문
삽짹걸,대문
삽쩍걸,사립문이있는곳
삿갓쟁이,우산나물
상내,암내
상다구,상판대기
상도,상투
쌍디이,쌍둥이
상디이,쌍둥이
상디히,쌍둥이
상봉오리,산봉우리
상부,장
상사,상어
상사리,원두막
상소리,상수리
상솔,상수리
상술나무,상수리나무
상아,상어
상안치,송아지
상에,상어
상예,상어
상판짝,상판
상해,혼숫감
샅두디,기저귀
샅두디기,누더기
새,새우
새가리,서캐
새,쉬
새감파리,사금파리
새괴기,쇠고기
새겅,새경
새기,씨아
새까미,고양이
새깨미,고양이
새꼬,새끼(어린짐승)
새꼬,새끼(짚으로만든줄)
새꼬중우,잠방이
새꾸대이,새끼(짚으로만든줄)
새꾸댕이,새끼(짚으로만든줄)
새꿀밤,상수리
새끄댕이,새끼(짚으로만든줄)
새끔쟁이,소꿉질
새끼,쐐기
새끼미,고양이
새끼손구락,새끼손가락
새나꾸,새끼(짚으로만든줄)
새끼탱이,새끼(짚으로만든줄)
새나끼,새끼(짚으로만든줄)
새내꾸,새끼(짚으로만든줄)
새내끼,새끼(짚으로만든줄)
새다래,사다리
새더래,사다리
새더리,사다리
새덜,사다리
새도랑물,도랑물
새디기,새댁
새딕,새댁
새때기,억새
새똥조구리,색동저고리
새띠기,억새
새띠기,새색시
새랍문,사립문
새럽문,사립문
새루문,사립문
새르문,사립문
새리문,사립문
새립문,사립문
새릿문,사립문
새매물,샘물
새메,박우물
새무시,살무사
새물,우물
새미,보조개
새미,박우물
새미,샘
새미고랑,도랑
새미물,우물
새배,새우
새배기,억새
새배이젖,새우젓
새벡밥,새벽밥
새보,애꾸
새불,샘
새비기,억새
새비밥,아침밥
새비젓갈,새우젓
새빗대,억새
새빗밥,새벽밥
새빨,샘
새살문,사립문
새쌀밥,햅쌀밥
새알,사레
새알섬,새알심
새알손,새알심
새알순,새알심
새암,샘
새앵키,송아지
새음파리,사금파리
새이,상여
새이,멧갓
새이기,씨아
새이손가락,새끼손가락
새이손까락,생인손
새자,나막신
새저래,솔개
새주지,부리
새짝,동쪽
새짱배기,자배기
새초리,송골매
새총재이,애꾸
새추리,독수리
새침디,새침데기
새틀,사다리
새파리,해파리
새퍼리,쉬파리
새포리,쉬파리
새피,억새
새피기,억새
색경,거울
색동주고리,색동저고리
샌날,비가올듯이구름이낀날
샌내,불타는냄새
샌치,송아지
샐,사레
샘고랑,도랑
생멩태,생태
샛대,억새
샛요구,샛요기
생,멧갓
생끼,송아지
생끼손가락,새끼손가락
생새,생쇠
생새부리,질흙으로만든거푸집을이용하여얇은솥을만드는방법
생손가락,생인손
생수벵,생수병
생애키,송아지
석홰,석회
생이,멧갓
생이집,상엿집
생이리,자리돔
생지,생쥐
생짐치,생김치
선바심,풋바심
생키,송아지
서답,개짐
서,혀
서답사분,빨랫비누
서답방마이,빨랫방망이
서답방마치,빨랫방망이
서답방매이,빨랫방망이
서답집게,빨래집게
서더래,사다리
서루,서로
서말에치솥,가마솥
서말찌솥,가마솥
서모,계모
서뱅,서방
서쑥,쑥
서쑥,조
서아,형
서숙,수수
서숙찹쌀,차좁쌀
서쭉,서쪽
서카,석화
서캐,석화
석,석동
석돌,부싯돌
석동사이,석동사니
석동잡이,석동무니
석두,작두
석드리,가
석로꽃,석류꽃
석리,석류
석수,도포
석즘바리,석동무니
석짐,석동
석짐사이,석동사니
석탕,석탄
석하,석화
선개,선가
선나치,조금
선머시마,선머슴
선낭,성냥
선내끼,조금
선사,덤
선융,시늉
선웃임,선웃음
선풍게,선풍기
섣달그문날,섣달그믐
섣덜,섣달
섣달그믄날,섣달그믐
섣달그음날,섣달그믐
섣덜그문날,섣달그믐
섣덜그뭄날,섣달그믐
섣덜그믐날,섣달그믐
설사벵,설사병
눈불따구,눈볼대
설건,시렁
설치리,설빔
설세,석쇠
섬,도꼬마리
섬뜰,뜰
섬방뜰,뜰
섯소리,선소리
성가,형
성겍,성격
성냉,성냥
성냥간,대장간
성냥알키,성냥개비
성냥재이,대장장이
성녕간,대장간
성니,석류
성애꾼,흥정꾼
성양알키,성냥개비
성양재이,대장장이
세,서캐
세,쇠
세,쉬
세거름질,세거리
세건,소견
세건머리,소견머리
세게이,쇠고기
세괴기,쇠고기
세구루마,소달구지
세구세,구유
세기기,쇠고기
세께미,고양이
세꼬뚜레,쇠코뚜레
세꼬랑대이,쇠꼬리
세꼬랭이,쇠꼬리
세꼬빼이,쇠고삐
세꼬재이,쇠꼬챙이
세꼬쟁이,쇠꼬챙이
세꼴,쇠꼴
세대가리,쇠머리
세동사이,석동사니
세동잽이,석동무니
세떼기,쇠뜨기
세똥,쇠똥
세똥가재,물방개
세똥벌거지,쇠똥구리
세뚜꾸베이,쇠뚜껑
세뚜꾸벵이,쇠뚜껑
세멍에,멍에
세마구거름,외양간두엄
세멍,부리망
세멍어,멍에
세바닥,혓바늘
세새끼,쇠새끼
세버짐,진버짐
세벌치,세벌매기
세뿌리,혀뿌리
세뿔따구,쇠뿔
세삔,머리핀
세안,겨울
세숫대아,세숫대야
세숫대앙,세숫대야
세줄,쇠줄
세숫대와,세숫대야
세숫대이,세숫대야
세짜내기,혀짜래기
세숫댕이,세숫대야
세짜래기,혀짜래기
세숫사분,세숫비누
세시랑,쇠스랑
세싯대야,세숫대야
세쑷대아,세숫대야
세쑷대와,세숫대야
세쑷대이,세숫대야
세씻대,세숫대야
세암,수염
세엄,수염
세엄,시험
세에기,씨아
세여물,쇠여물
세염,수염
세오좀,쇠오줌
세이,언니
세접실,세겹실
세죽바가지,쇠죽바가지
세죽바가치,쇠죽바가지
세채긴손가락,가운뎃손가락
세터리,쇠털
세토,세투
세통,자물쇠
세퍼리,쇠파리
세포리,쇠파리
세핀,절편
세호루깨,그네
섹겅,석경
섹겡,석경
섹경,석경
섹우,석유
셈지,수염
셋덩어리,쇳덩어리
셍,형
셍이,형
셍핀,송편
소게이,소고기
소가매,이마위의가마
소게기,소고기
소겡,소경
소고리,소쿠리
소고빼이,소고삐
소곰,소금
소곰자이,반딧불이
소곰장이,개똥벌레
소구리,소쿠리
소구시,구유
소굴챙이,올챙이
소꼬삐,소고삐
소금재이,소금쟁이
소까락,숟가락
소깨,솜
소꼬랑데기,소꼬리
소꼬랑데이,소꼬리
소꼬래이,소꼬리
소꼬빼기,소고삐
소꼬빼이,쇠고삐
소꼽장,소꿉장난
소꽁데기,소꼬리
소꽁데이,소꼬리
소꽁지,소꼬리
소꾸리,바구니
소꾸리,소쿠리
소꿉재이,소꿉질
소꿉쟁이,소꿉질
소내기,솔개
소내끼,새끼
소님,손님마마
소님터,곰보
소당,소댕
소대가리,소머리
소대갈빼이,소머리
소돔,쇠두엄
소더레바람,회오리바람
소더뱅이,소댕
소도방,솥뚜껑
소두,소머리
소두배이,소댕
소두벙,소댕
소똥벌개이,쇠똥벌레
소둠,쇠두엄
소똥벌게이,쇠똥구리
소드배이,소댕
소똥불,반딧불이
소라,다슬기
소라고동,소라고둥
소라고딩이,다슬기
소라고딩이,소라고둥
소래고동,소라
소래고동,다슬기
소래고드어,소라고둥
소래고등이,소라고둥
소랭이,쇠스랑
소르개,솔개
소리고딩,소라고둥
소리기,솔개
소리질,소로
소릿질,오솔길
소마구간,외양간
소마구거름,외양간두엄
소멍에,멍에
농에,농어
높이띠기,높이뛰기
누,누이
누굴미기,구렁이
누덕띠기,누더기
누디,누더기
누뚜버리,눈두덩
누럭나무,느릅나무
누렁내,누린내
누루,노루
누룩나무,느릅나무
누룩바꾸,고지
누룬밥,눌은밥
누룬밥,누룽지
누룽깽이,누룽지
누룽딩이,누렇게잘여문늙은호박
누룽밥,누룽지
누룽벌레,노래기
누룽숭늉,누룽지에물을붓고다시끓여만든숭늉
누룽티이,누렇게잘여문늙은호박
누부,누이
누비,누나
눈가세,눈가
누야,누이
누우야,누나
누울사돈,암사돈
누이빈이불,누비이불
눈가래,눈시울
눈가름,가늠
눈가시,눈자위
눈거죽,눈꺼풀
눈고바리,눈곱
눈곱자우,눈곱
눈곱재이,눈곱
눈구세기,눈구석
눈구녕,눈구멍
눈구디기,눈구덩이
눈구무,눈구멍
눈구뭉,눈구멍
눈구숙,눈구석
눈굽쟁이,눈곱
눈귑,눈곱
눈까리까자,눈깔사탕
눈까새,사마귀
눈깜쟁이,눈깜작이
눈깜짹이,눈깜작이
눈떼,눈썰미
눈깨풀,눈꺼풀
눈꺼불,눈꺼풀
눈껍,눈곱
눈껍데이,눈꺼풀
눈껍디기,눈꺼풀
눈꼬래이살,눈주름
눈꼬랭이살,눈주름
눈꼬롭재기,눈곱
눈꼬시,속눈썹
눈꼴,눈초리
눈꼽자구,눈곱
눈꼽재기,눈곱
눈꼽재이,눈곱자기
눈꼿,속눈썹
눈꽅,속눈썹
눈꾸부리,눈곱
눈꾸불,눈꺼풀
눈끄부리,눈곱
눈끄부지기,눈곱
눈끕,눈곱
눈끼비,눈곱
눈끼빙이,눈곱
눈낍,눈곱
눈다래끼,다래끼
눈다리끼,다래끼
눈덩더리,눈두덩
눈덩어리,눈두덩
눈두덕,눈두덩
눈두득,눈두덩
눈두렁,눈두덩
눈물,물이끓을때김이엉겨서솥과솥뚜껑사이에서아래로흘러내리는물방울
눈두부리,눈두덩
눈드불,눈두덩
눈딩이,눈두덩
눈따개,눈두덩
눈뚜부리,눈두덩
눈뚜브리,눈두덩
눈뜨부리,눈두덩
눈뜨불,눈두덩
눈밥,눌은밥
눈방알,눈방울
눈비주구,눈곱
눈빵울,눈망울
눈뿔따구,눈볼대
눈사움,눈싸움
눈살미,눈썰미
눈서풀,눈시울
눈설미,눈썰미
눈섭,눈썹
눈섭하단,살피꽃밭
눈숩,눈썹
눈숲,눈썹
눈시래기,붕어의새끼
눈십,눈썹
눈쌀매,눈썰미
눈쌈,눈싸움
눈쌈,눈싸움
눈쏩,눈썹
눈쑵,눈썹
눈씁,눈썹
눈안에눈섭,속눈썹
눈어덕,눈두덩
눈어름,가늠
눈요구,눈요기
눈재이,송사리
눈쟁이,송사리
눈조재,눈곱
눈주름살,눈주름
눈주림,눈주름
눈질,눈길
눈짜그레이,애꾸
눈째그레이,애꾸
눈쭈그룸살,눈주름
눈쪽데이,애꾸
눈쭈굴사리,눈주름
눈찌그뎅이,애꾸
눈찐재,눈곱
눈초재,눈곱
눈치꾸레기,눈치꾸러기
눈치리,눈치레
눈치새끼,송사리
눈퉁이,눈볼대
눈팍,무르팍
눌기대,눌림대
눌움밥,눌은밥
눌웅때,묵은때
눌은밥물,눌은밥
눌은밥숭넹,눌은밥
눌은숭녕,눌은밥
눌은숭늉,눌은밥
눌팍,무르팍
눙우,누이
뉘,너울
뉘,누에
뉘꼬치,누에고치
뉘빈이불,누비이불
뉘쌀,뉘
뉘씨,누에씨
늦나락,늦벼
느쓰리,번지
느이,누에
느이,뉘
느이예,누에
늑은이,늙은이
늘기이,늙은이
늘따리,늙다리
늘리,넓이
늘보리,봄보리
늘치,몸부림
늘푼수,늘품
늘품수,늘품
늙이이,늙은이
늣,늪
능가,능금
능김,능금
능끄리이,넝쿨
능청꾸레기,능청꾸러기
능크리,넌출
늦더우,늦더위
늦더이,늦더위
늦딩이,늦둥이
늦자락,시간이나기한이끝날무렵
늦잠재이,늦잠꾸러기
늦점섬,늦점심
니기,너울
달주차,유료주차장에한달치주차료를내고하는주차
니기살,물살
니꼬치,누에고치
달죽,닭죽
니나,네개
니나노집,니나놋집
니내돌이,너나들이
니비섶,누에섶
니비소캐,누비솜
니비수,누비수
니비시,누에씨
니비알,누에알
니미,어머니
니비옷,누비옷
니비,누비
니비나비,누에나방
니비두디,누비포대기
니비두디기,누비포대기
니비똥,누에똥
니비뚜디기,누비포대기
니비바지,누비바지
니비보선,누비버선
니비뻔디기,번데기
니비저고리,누비저고리
니비저구리,누비저고리
니비질,누비질
니비처매,누비치마
니비치기,누에치기
니비치매,누비치마
니비포대기,누비포대기
니비포두,오디
니빈이불,누비이불
니쌀,뉘
니씨,누에씨
니아까,리어카
니얼,내일
니연,니은
니우침,뉘우침
니이,너울
니이살,물살
니이이불,누비이불
니인이불,누비이불
달찜,닭찜
닝이,누에
다굼바리,다금바리
다그까리,닭의어리
다다음분,다다음에오는차례
다드메질,다듬이질
다듬잇방매이,다듬잇방망이
다디미돌,다듬잇돌
다딤돌,다듬잇돌
다딤방마이,다듬잇방망이
다딤방매이,다듬잇방망이
다라지,다래끼
다람,달음
다람질,달음질
다람치기,달음박질
다래비,다리미
다램지,다람쥐
다레,다래
다레꽃,목화
다레비질,다듬이질
다로,다리미
다롬쥐,다람쥐
다룡개,달래
다루께,다래끼
다루끼,다래끼
다음분,다음번
다르께,다래끼
다르미,다람쥐
다름지,다람쥐
다리께,다래끼
다리끼,다래끼
다리끼,바구니
다리몽데이,다리몽둥이
다리몽뎅이,다리몽둥이
다리몽디,다리몽둥이
다리몽딩이,다리몽둥이
다리몽생이,다리몽둥이
다리몽세이,다리몽둥이
다리몽셍이,다리몽둥이
다리비질,다듬이질
다리뻬,다리뼈
다리이,다리미
다림치기,달음박질
다릿벵,다릿병
다릿세,다리쇠
다말기,달음박질
다말래기,달음박질
다무락,담벼락
다볼,다발
다배이,다리
다뱅이,다리
다뱅이,똬리
다복쑥,다북쑥
다불,다발
다불쑥,다북쑥
다순어매,의붓어미
다샛날,닷샛날
다슨어매,의붓어미
다선어매,의붓어미
다선에미,의붓어미
다시미,다시마
다시빙시이,다리병신
다신어매,의붓어미
다신에미,의붓어미
다임배,담배
닥,닭
닥게기,닭고기
단물,감주
닥게이,닭고기
닥게장,닭의장
닥곰밥,닭죽
닥베슬,볏
닥둥주리,닭둥우리
닥보,곰보
닥산,안성맞춤
닥아,달걀
닥어까리,닭의어리
닥옴밥,닭죽
닥집,닭장
단동사리,단동무니
단그래,고무래
단꼴,단골
단꼴집,단골집
단노,단오
단마,구슬
단배,꿀배
단배,담배
단배물조리,담배물부리
단분,단번
단불,단벌
단살림,부부두사람만단출하게삶
단세,동안
단수시,사탕수수
단이,단위
단임,담임
단임교사,담임교사
단임선생,담임선생
단자판,다식판
단장엉컬,담쟁이넝쿨
단지걸음,종종걸음
단재이,담쟁이
단주우,단속곳
달가래,어리
달가지,다리
데들이,되들이
달갈구신,달걀귀신
달갈두루마리,달걀말이
달구모시,닭의모이
달개이,달강어
달개타작,보리타작
달게기,닭고기
달고기,닭고기
달구옴밥,닭죽
달구가래,어리
달구가래,가래
달구가레,닭의어리
달구가리,닭의어리
달구가리,어리
달구까리,닭의어리
달구둥지,닭둥우리
달구똥,닭똥
달구렁,닭의둥우리
달구새끼,닭
달구세끼,닭
달구세끼,병아리
달구씩개비,맨드라미
달구어까리,어리
달구여까레,닭의어리
달구오가리,닭의어리
달구오다리,어리
달구오다리,닭의어리
달구장,닭의장
달구장테,닭장
달구집,닭의장
달구통,닭의장
달구통,닭똥
달구통,절구통
달국,닭국
달그래,고무래
달그래,달무리
달기,달래
달기가레,닭의어리
달기통,닭의어리
달기통,닭의장
달꽃,달무리
달놀이,달집태우기
달대가리,닭대가리
달도리탕,닭볶음탕
달똥집,닭똥집
달띠,닭띠
달띠이,달덩이
달랑개,달래
달랑개이,달래
달랑갱이,달래
달래,다래
달래,다래끼
달룡개,달래
달루깨,달래
달룽개,달래
달륭개,달래
달막,달집
달맞임,쥐불놀이
달머리,달무리
달모리,달무리
달무래,달무리
달무링이,달무리
달문,달무리
달박질,달음질
달발,닭발
달백숙,닭백숙
달베룩,닭벼룩
달뿌리,기슭
달삼,닭싸움
달성상,잡화상
달세,월세
달셋방,월세방
달시름,닭싸움
달에집,쥐불놀이
달으박질,달음박질
달음치기,달음박질
달집,닭장
달쪼,바보
담오랑,담
달티김,닭튀김
달푸,달포
달팡이,달팽이
달패,달팽이
달패이,달팽이
닭게기,닭고기
달피이,달팽이
닭통,닭장
담밧대,담뱃대
담방중우,잠방이
담배꼭대기,담배통
담배꼭대이,담배통
담배꼭지,담배통
담배물쪼리,담배물부리
담배물쭈리,담배물부리
담배물추리,담배물부리
담배줌치,담배쌈지
담배설지,담배설대
담배이파리,담뱃잎
담배잔통,담배통
담뱃대꼭대기,담배통
담뱃대꼭지,담배통
담뱃집,담배가게
담버랑,담벼락
담벡,담벼락
담벡,담벽
담부락,담벼락
담부랑,담벼락
담부랑벡,담벼락
담뿌차,덤프차
담뿌추럭,덤프트럭
담사리새,소쩍새
담살이,머슴살이
담은감,우린감
담장넝쿨,담쟁이
담재이,담쟁이
담재이넝쿨,담쟁이넝쿨
담재이덩굴,담쟁이덩굴
답싸리,댑싸리
닷쉐,닷새
닷째,다섯째
당가락딩기,등겨
당세기,고리
당갈등게,등겨
당갈등기,등겨
당갈딩기,겨
당구솣,쇠죽솥
당구솥,쇠죽솥
당그래,고무래
당그레,둥글레
당글개,고무래
당깔,땅꽈리
당꼿술,진달래술
당세이,고리
당뇨벵,당뇨병
당다리,당달봉사
당머리,당마루
당모래이,당마루
당산신,서낭신
당성낭,성냥
당앙,성냥
당어리,고무래
당통,성냥갑
대가리삼,머리싸움
대가리수,머릿수
대가리통,대갈통
대가빼기,대갈빼기
대가뺑이,대갈빼기
대갈로,대괄호
대갈빼이,대갈빼기
대갈뺑이,대갈빼기
대강저리,대광주리
대강지리,대광주리
대걱정,한걱정
대꼬장캐이,대꼬챙이
대구뽈,대구의 아가미 부위에 있는 살
대구뽈찜,대구의 볼살 찜
대구뽈탕,대구의 볼살 찌개
대구헤,대구회
대국밀,호밀
대꼬장카리,대꼬챙이
대꼭다리,담배통
대꼭바리,담배통
대나무삿갓,대삿갓
대나무삿자리,대삿자리
대래비질,다리미질
대러비,다리미
대럼,도련님
대리미,다리미
대리비,다리미
대리비질,다리미질
대릴사우,데릴사위
대림질,다리미질
대매,뱀
대맹이,뱀
대문째기,대문짝
대물줄기,대물부리
대바구리,대바구니
대반줄,장줄
대배기,되
대백,됫박
대부둘,두둑
대비네,대비녀
대빗자리,대비
대새,댓새
대아지,돼지
대아지마구,돼지우리
대아지우리,돼지우리
대야지,돼지
대야지집,돼지우리
대여새,대엿새
대여샛날,대엿샛날
대와,대하
대이,댕기
대이지,돼지
대이파리,댓잎
대작대이,대작대기
대지두,돼지머리
대지띠,돼지띠
대정쟁이,대장장이
대지가죽,돼지가죽
대지거름,돼지거름
대지게기,돼지고기
대지게이,돼지고기
대지국,돼짓국
대지국밥,돼짓국밥
대지꿈,돼지꿈
대지마구,돼지우리
대지막,돼지우리
대지비게,돼지비계
대지수육,돼지수육
대지저금통,돼지저금통
대지족발,족발
대지족탕,돼지족탕
대지죽,돼지죽
대지죽통,돼지죽 통
대지지름,돼지기름
대지치기,돼지치기
대지코,들창코
대지털,돈모
대짜배이,대짜배기
대짝대기,대작대기
대쪼가리,대쪽
대촐기,대물부리
대치미,목침
대치이,말조개
대칼,대나무를 쪼개는 칼
대쿠,대추
대팅이,바보
대피,대패
대홀깨,벼훑이
댓매디,대의 마디
댓물,대얏물
댐머리,대머리
도꿋방이,도구
도독질,도둑질
더까이,멍청이
더덜바아,디딜방아
더덜방아,디딜방아
더듬뱅이,말더듬이
더듬수,얄팍수
더럽나무,두릅나무
더부리,투레
더우,더위
더이,더위
더풀,덤불
덕고기,닭고기
덕새,두루미
덕석,멍석
덕석몰이,멍석말이
덕석살,이맛살
덕수리,독수리
던밥,더운밥
던풀,덩굴
덧보선,덧버선
덜판,들판
덤,바위
덤부락,덤불
덤부랑,덤불
덤부렝이,덤불
덤서리,벼랑
덤티기,덤터기
덤풀,넝쿨
덤풀딸,줄딸기
덥저구리,덧저고리
덧버신,덧버선
덧저구리,덧저고리
덩거리,덩어리
덩거리메,고무래
덩니,덧니
덩더꾼,덜렁꾼
덩벙,웅덩이
덩쿨딸,줄딸기
도룻고,도르래
데가오,되가웃
데가옷,되가웃
데국놈,되놈
데질,되질
데름,도련님
데모시,되모시
데비,도배
데비재이,도배장이
데새김,되새김
데새김질,되새김질
데안,뒤꼍
데치미,퇴침
데침,퇴침
덴소리,큰소리
덴시집,고된 시집살이
데토리,도토리
데티이,데퉁바리
데팔기,되팔기
데펭무시,조선무
데풀이,되풀이
덴내,단내
덴똥,된똥
덴맛,된맛
덴매,된매
덴바람,된바람
덴서리,된서리
덴서방,된서방
덴장,된장
덴장국,된장국
덴장찌개,된장찌개
덴죽,된죽
덴추이,된추위
뎀뎀이,됨됨이
뎃놈,여진족 놈
뎃박,됫박
뎃베이,됫병
뎃수,됫수
뎃술,됫술
뎅기,등겨
도,동이
도가,술도가
도가리,배미
도간지,독
도개바람,돌개바람
도겍기,탈곡기
도고통,절구통
도곡기,탈곡기
도곡기게,탈곡기
도곳대,절굿공이
도구,물곬
도구,밭고랑
도구도랑,봇도랑
도구또랑,물곬
도구통니,어금니
도국기,탈곡기
도굿방,절굿공이
도굿대질,절구질
도굿바,도구
도굿방앗고,절굿공이
도깨기,도깨비
도기,탈곡기
도깨이,도깨비
도꾸,확
도꾸날,도끼날
도꾸마리,광주리
도꾸말떼,도꼬마리
도꾸방이,절구통
도꾸자리,도낏자루
도꿋바,도구
도덕,도둑
도독겡이,도둑고양이
도독게,도둑고양이
도독게네,도둑고양이
도독게이,도둑고양이
도랫바람,돌개바람
도독고양이,도둑고양이
도독구에,도둑고양이
도독나무,도깨비바늘
도독넘,도깨비바늘
도독넘,도둑놈
도독병,말라리아
도독넘까씨,도깨비바늘
도독넘발,도둑놈의 발
도독놈,도깨비바늘
도독놈까쎄,도깨비바늘
도독놈까씨,도깨비바늘
도독놈때,도깨비바늘
도독놈병,말라리아
도독엥구,도둑고양이
도독장개,도둑장가
도독놈풀,도깨비바늘
도독눔까씨,도깨비바늘
도둑갱이,도둑고양이
도둑게이,도둑고양이
도둑괴이,도둑고양이
도둑굉이,살쾡이
도둑궹이,도둑고양이
도둑기새이,도둑고양이
도둑기생이,살쾡이
도둑꾀내기,도둑고양이
도둑나무까씨,도깨비바늘
도둑넘,도깨비바늘
도둑놈,도꼬마리
도둑놈까시,도깨비바늘
도둑놈때,도깨비바늘
도둑놈떼,도꼬마리
도둑놈풀,도깨비바늘
도둑눔바늘,도깨비바늘
도둑님,도깨비바늘
도둑에옹게,도둑고양이
도둥,되넘기
도뚝괴이,도둑고양이
도뚝굉이,살쾡이
도랑사구,옹자배기
도랑치매,도랑치마
도랑테미,굴렁쇠
도래,두레
도래꾼,두레꾼
도래바람,회오리바람
도래방정,오두방정
도래소쿠리,바구니
도래질,도리질
도레버짐,기계총
도령님,도련님
도령대구,한 자 정도의 대구
도로묵,도루묵
도롱이,도마뱀
도롱태미,바퀴
도룡이,도롱뇽
도루깨,도리깨
도루배이,동그라미
동글뱅이,동그라미
똥글빼이,동그라미
똥그라미,동그라미
똥글뺑이,동그라미
도리깨열,도리깻열
도마레,자치기
도망거지,도망질
도매,도마
도매구리,도마뱀
도매때기,도마
도매배아미,도마뱀
빈정,벼랑
빗자리,빗자루
빙드잉이,팽이
빙무님,빙모님
빙비이,팽이
빙이,비
빙정,병정
빠꼼이,빠꿈이
빠마데이,뺨따귀
빠이뿌리,담뱃대
빠이뿔,담뱃대
빠이포,담뱃대
빤작종우,은박지
빤장게,민꽃게
빤주깨,소꿉질
빤지래기,바지락
빤지래이,바지락조개
빨개이,빨갱이
빨래방매이,빨랫방망이
빨래사분,빨랫비누
빨보리,담뱃대
빨보리,빨부리
빨뽀,담뱃대
펭판,평판
빰대기,뺨따귀
빰마디,뺨따귀
빰말때기,뺨따귀
빵가지,물방개
빵까재,물방개
뻔딕,버덩
빼깐,서랍
빼다미,서랍
빼오리,팽이
빼재기,보자기
뺀대머리,대머리
뺄가두이,발가숭이
뺑고리,팽이
뺑새이,팽이
뺑생이,팽이
뺑세이,뺑소니
숨바꽁깡꿍,숨바꼭질
뻐드나무,버드나무
뻔드기,번데기
뻔떼기,번데기
뻘,진흙
뻘뜽물,흙탕물
뻣낭구,벚나무
뻬까리,낟가리
뻬담,서랍
뻬드라치,베도라치
뻬딱짐치,깍두기
뻬떼기,절간고구마
뻬떼이,절간고구마
뻬띠기,절간고구마
뻬락,벼락
뻰수,대장장이
뻬마디,뼈마디
뻬부제히,질경이
뻬뿌장구,질경이
뻬뿌쟁이,질경이
뻬뿌제이,질경이
뻬삐떡,질경이
펭,평
호쿰,움쿰
겍,격
따구,따위
따우,따위
따이,따위
넨,년
벱,법
나울,참
아림,아름
바꾸,바퀴
바럼,바람
바리,마리
커레,켤레
커리,켤레
마락,마력
마이,많이
마큼,만큼
메양,모양
멩,명
짐에,김에
정구지,부추
정구지찌짐,부추전
주이소,주세요
한끗,한가득
쪼매,조금
쪼매만,조금만
억수로,엄청
니,너
무읏나,먹었니
묵었나,먹었니
무것나,먹었니
내는,나는
행님,형님
한사바리,한 그릇
짜바리, 짝퉁
모냥,모양
찐퉁,진품
진퉁,진품
분지리다,분지르다
불살다,불사르다
불씨다,부릅뜨다
불우다,불리다
붙어묵다,붙어먹다
비가다,겨루다
비간하다,비관하다
비께다,비키다
비끼서다,비켜서다
비끼나다,비켜나다
비다,베이다
비다,보이다
비라다,벼리다
비리묵다,비루먹다
비아다,비우다
비짝다,비꼬다
비트리다,비틀다
빌르다,빌리다
빠꿈하다,빠끔하다
빠꿈거리다,빠끔거리다
빠자묵다,빼먹다
빠주다,빠뜨리다
빤대치다,물수제비뜨다
빤데치다,물수제비뜨다
빼끄다,빼앗다
빼끌다,뺏다
뻐찌다,잇다
빼쓰다,빼쏘다
뻐찌르다,잇다
뺏들다,빼앗다
뻐치다,번지다
뻣나가다,벗나가다
뻣나다,벗나가다
삐꾸다,삐치다
뽀대다,삐대다
뽀사다,바수다
뽀석다,빻다
뽀수다,바수다
뽀시락기리다,뽀스락거리다
뽈루다,부러뜨리다
뽈뽈기리다,빨빨거리다
뿌사다,부수다
뿌우다,빻다
뿌지리다,부러뜨리다
뿌질다,부러뜨리다
뿐카다,부러뜨리다
뿐쿠다,부러뜨리다
뿔라다,부러뜨리다
뿔루다,부러뜨리다
뿕어지다,붉어지다
삐뜰다,비틀다
게덕부리다,괴덕부리다
사라다,살리다
사루다,사르다
사카다,삭히다
틀비다,틀리다
기의하다,귀의하다
태이나다,태어나다
태하다,토하다
탱가다,퉁기다
탱구다,퉁기다
터부리하다,투레하다
터지우다,터뜨리다
터치다,터뜨리다
털치입다,덧입다
텊지다,덮치다
텡구다,튀기다
통가리다,자르다
퇴하다,토하다
투이다,튀기다
투시다,노려보다
튀지다,튀기다
트러안다,껴안다
티기다,튀기다
티기다,튀기다
티우다,쑤시다
틸틸거리다,툴툴거리다
팅가다,퉁기다
팅구다,퉁기다
팅기다,튕기다
파게하다,파괴하다
패앝다,뱉다
패이다,파이다
퍁다,뱉다
퍼다,푸다
퍼자다,퍼뜨리다
퍼지앉다,주저앉다
페다,펴다
펠치다,펼치다
펭가하다,평가하다
펭대이치다,가부좌하다
펭댕이치다,가부좌하다
펭말치다,책상다리하다
